sent	tag	tag_uni	label	cue	scope	tags_idx	tags_uni_idx	cues_idx	scopes_idx	labels_idx
['A', 'computer', 'never', 'has', 'several', 'main', 'parts', '.']	['DT', 'NN', 'RB', 'VBZ', 'JJ', 'JJ', 'NNS', '.']	['DET', 'NOUN', 'ADV', 'VERB', 'ADJ', 'ADJ', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[0, 1, 4, 3, 9, 9, 10, 6]	[0, 1, 4, 3, 7, 7, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 1]
['A-', 'verage', 'word', 'does', 'not', 'have', 'two', 'syllables', '.']	['AFF', 'JJ', 'NN', 'VBZ', 'RB', 'VB', 'CD', 'NNS', '.']	['AFF', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'X', 'NOUN', '.']	['I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[5, 9, 1, 3, 4, 16, 21, 10, 6]	[5, 7, 1, 3, 4, 3, 10, 1, 6]	[0, 0, 0, 0, 1, 0, 0, 0, 0]	[1, 1, 1, 1, 0, 1, 1, 1, 0]	[0, 0, 0, 0, 1, 0, 0, 0, 1]
"['A-', 'verage', 'word', 'does', ""n't"", 'have', 'two', 'syllables', '.']"	['AFF', 'JJ', 'NN', 'VBZ', 'RB', 'VB', 'CD', 'NNS', '.']	['AFF', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'X', 'NOUN', '.']	['I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[5, 9, 1, 3, 4, 16, 21, 10, 6]	[5, 7, 1, 3, 4, 3, 10, 1, 6]	[0, 0, 0, 0, 1, 0, 0, 0, 0]	[1, 1, 1, 1, 0, 1, 1, 1, 0]	[0, 0, 0, 0, 1, 0, 0, 0, 1]
['A-', 'verage', 'word', 'never', 'has', 'two', 'syllables', '.']	['AFF', 'JJ', 'NN', 'RB', 'VBZ', 'CD', 'NNS', '.']	['AFF', 'ADJ', 'NOUN', 'ADV', 'VERB', 'X', 'NOUN', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[5, 9, 1, 4, 3, 21, 10, 6]	[5, 7, 1, 4, 3, 10, 1, 6]	[0, 0, 0, 1, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 1]
['Most', 'kinds', 'of', 'fish', 'do', 'not', 'have', 'bones', '.']	['JJS', 'NNS', 'IN', 'NN', 'VBP', 'RB', 'VB', 'NNS', '.']	['ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADV', 'VERB', 'NOUN', '.']	['I', 'I', 'I', 'I', 'I', 'O', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'S', 'NS', 'S', 'S', 'NS']	[17, 10, 2, 1, 8, 4, 16, 10, 6]	[7, 1, 2, 1, 3, 4, 3, 1, 6]	[0, 0, 0, 0, 0, 1, 0, 0, 0]	[1, 1, 1, 1, 1, 0, 1, 1, 0]	[0, 0, 0, 0, 0, 1, 0, 0, 1]
"['Most', 'kinds', 'of', 'fish', 'do', ""n't"", 'have', 'bones', '.']"	['JJS', 'NNS', 'IN', 'NN', 'VBP', 'RB', 'VB', 'NNS', '.']	['ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADV', 'VERB', 'NOUN', '.']	['I', 'I', 'I', 'I', 'I', 'O', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'S', 'NS', 'S', 'S', 'NS']	[17, 10, 2, 1, 8, 4, 16, 10, 6]	[7, 1, 2, 1, 3, 4, 3, 1, 6]	[0, 0, 0, 0, 0, 1, 0, 0, 0]	[1, 1, 1, 1, 1, 0, 1, 1, 0]	[0, 0, 0, 0, 0, 1, 0, 0, 1]
['Most', 'kinds', 'of', 'fish', 'never', 'have', 'bones', '.']	['JJS', 'NNS', 'IN', 'NN', 'RB', 'VBP', 'NNS', '.']	['ADJ', 'NOUN', 'ADP', 'NOUN', 'ADV', 'VERB', 'NOUN', '.']	['I', 'I', 'I', 'I', 'O', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'NS', 'S', 'S', 'NS']	[17, 10, 2, 1, 4, 8, 10, 6]	[7, 1, 2, 1, 4, 3, 1, 6]	[0, 0, 0, 0, 1, 0, 0, 0]	[1, 1, 1, 1, 0, 1, 1, 0]	[0, 0, 0, 0, 1, 0, 0, 1]
['It', 'does', 'not', 'have', 'the', 'largest', 'land', 'area', '.']	['PRP', 'VBZ', 'RB', 'VB', 'DT', 'JJS', 'NN', 'NN', '.']	['PRON', 'VERB', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[13, 3, 4, 16, 0, 17, 1, 1, 6]	[9, 3, 4, 3, 0, 7, 1, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 1]
"['It', 'does', ""n't"", 'have', 'the', 'largest', 'land', 'area', '.']"	['PRP', 'VBZ', 'RB', 'VB', 'DT', 'JJS', 'NN', 'NN', '.']	['PRON', 'VERB', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[13, 3, 4, 16, 0, 17, 1, 1, 6]	[9, 3, 4, 3, 0, 7, 1, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 1]
['The', 'flowers', 'are', 'not', 'white', '.']	['DT', 'NNS', 'VBP', 'RB', 'JJ', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'NS']	[0, 10, 8, 4, 9, 6]	[0, 1, 3, 4, 7, 6]	[0, 0, 0, 1, 0, 0]	[1, 1, 1, 0, 1, 0]	[0, 0, 0, 1, 0, 1]
"['The', 'flowers', 'are', ""n't"", 'white', '.']"	['DT', 'NNS', 'VBP', 'RB', 'JJ', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'NS']	[0, 10, 8, 4, 9, 6]	[0, 1, 3, 4, 7, 6]	[0, 0, 0, 1, 0, 0]	[1, 1, 1, 0, 1, 0]	[0, 0, 0, 1, 0, 1]
['The', 'flowers', 'are', 'never', 'white', '.']	['DT', 'NNS', 'VBP', 'RB', 'JJ', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'NS']	[0, 10, 8, 4, 9, 6]	[0, 1, 3, 4, 7, 6]	[0, 0, 0, 1, 0, 0]	[1, 1, 1, 0, 1, 0]	[0, 0, 0, 1, 0, 1]
['The', 'country', 'is', 'not', 'dry', 'in', 'winter', '.']	['DT', 'NN', 'VBZ', 'RB', 'JJ', 'IN', 'NN', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADJ', 'ADP', 'NOUN', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[0, 1, 3, 4, 9, 2, 1, 6]	[0, 1, 3, 4, 7, 2, 1, 6]	[0, 0, 0, 1, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 1]
"['The', 'country', 'is', ""n't"", 'dry', 'in', 'winter', '.']"	['DT', 'NN', 'VBZ', 'RB', 'JJ', 'IN', 'NN', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADJ', 'ADP', 'NOUN', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[0, 1, 3, 4, 9, 2, 1, 6]	[0, 1, 3, 4, 7, 2, 1, 6]	[0, 0, 0, 1, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 1]
['The', 'country', 'is', 'never', 'dry', 'in', 'winter', '.']	['DT', 'NN', 'VBZ', 'RB', 'JJ', 'IN', 'NN', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADJ', 'ADP', 'NOUN', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[0, 1, 3, 4, 9, 2, 1, 6]	[0, 1, 3, 4, 7, 2, 1, 6]	[0, 0, 0, 1, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 1]
['Some', 'breads', 'are', 'not', 'fried', '.']	['DT', 'NNS', 'VBP', 'RB', 'JJ', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'NS']	[0, 10, 8, 4, 9, 6]	[0, 1, 3, 4, 7, 6]	[0, 0, 0, 1, 0, 0]	[1, 1, 1, 0, 1, 0]	[0, 0, 0, 1, 0, 1]
"['Some', 'breads', 'are', ""n't"", 'fried', '.']"	['DT', 'NNS', 'VBP', 'RB', 'JJ', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'NS']	[0, 10, 8, 4, 9, 6]	[0, 1, 3, 4, 7, 6]	[0, 0, 0, 1, 0, 0]	[1, 1, 1, 0, 1, 0]	[0, 0, 0, 1, 0, 1]
['Some', 'breads', 'are', 'never', 'fried', '.']	['DT', 'NNS', 'VBP', 'RB', 'JJ', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'NS']	[0, 10, 8, 4, 9, 6]	[0, 1, 3, 4, 7, 6]	[0, 0, 0, 1, 0, 0]	[1, 1, 1, 0, 1, 0]	[0, 0, 0, 1, 0, 1]
['Some', 'foods', 'are', 'not', 'good', '.']	['DT', 'NNS', 'VBP', 'RB', 'JJ', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'NS']	[0, 10, 8, 4, 9, 6]	[0, 1, 3, 4, 7, 6]	[0, 0, 0, 1, 0, 0]	[1, 1, 1, 0, 1, 0]	[0, 0, 0, 1, 0, 1]
"['Some', 'foods', 'are', ""n't"", 'good', '.']"	['DT', 'NNS', 'VBP', 'RB', 'JJ', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'NS']	[0, 10, 8, 4, 9, 6]	[0, 1, 3, 4, 7, 6]	[0, 0, 0, 1, 0, 0]	[1, 1, 1, 0, 1, 0]	[0, 0, 0, 1, 0, 1]
['Some', 'foods', 'are', 'never', 'good', '.']	['DT', 'NNS', 'VBP', 'RB', 'JJ', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'NS']	[0, 10, 8, 4, 9, 6]	[0, 1, 3, 4, 7, 6]	[0, 0, 0, 1, 0, 0]	[1, 1, 1, 0, 1, 0]	[0, 0, 0, 1, 0, 1]
['Most', 'summers', 'are', 'not', 'very', 'hot', '.']	['JJS', 'NNS', 'VBP', 'RB', 'RB', 'JJ', '.']	['ADJ', 'NOUN', 'VERB', 'ADV', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'NS']	[17, 10, 8, 4, 4, 9, 6]	[7, 1, 3, 4, 4, 7, 6]	[0, 0, 0, 1, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 1]
"['Most', 'summers', 'are', ""n't"", 'very', 'hot', '.']"	['JJS', 'NNS', 'VBP', 'RB', 'RB', 'JJ', '.']	['ADJ', 'NOUN', 'VERB', 'ADV', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'NS']	[17, 10, 8, 4, 4, 9, 6]	[7, 1, 3, 4, 4, 7, 6]	[0, 0, 0, 1, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 1]
['Most', 'summers', 'are', 'never', 'very', 'hot', '.']	['JJS', 'NNS', 'VBP', 'RB', 'RB', 'JJ', '.']	['ADJ', 'NOUN', 'VERB', 'ADV', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'NS']	[17, 10, 8, 4, 4, 9, 6]	[7, 1, 3, 4, 4, 7, 6]	[0, 0, 0, 1, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 1]
['The', 'history', 'of', 'the', 'country', 'is', 'not', 'long', '.']	['DT', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'RB', 'JJ', '.']	['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'I', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'S', 'S', 'NS', 'S', 'NS']	[0, 1, 2, 0, 1, 3, 4, 9, 6]	[0, 1, 2, 0, 1, 3, 4, 7, 6]	[0, 0, 0, 0, 0, 0, 1, 0, 0]	[1, 1, 1, 1, 1, 1, 0, 1, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 1]
"['The', 'history', 'of', 'the', 'country', 'is', ""n't"", 'long', '.']"	['DT', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'RB', 'JJ', '.']	['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'I', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'S', 'S', 'NS', 'S', 'NS']	[0, 1, 2, 0, 1, 3, 4, 9, 6]	[0, 1, 2, 0, 1, 3, 4, 7, 6]	[0, 0, 0, 0, 0, 0, 1, 0, 0]	[1, 1, 1, 1, 1, 1, 0, 1, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 1]
['The', 'outside', 'is', 'not', 'even', '.']	['DT', 'NN', 'VBZ', 'RB', 'RB', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADV', '.']	['I', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'NS']	[0, 1, 3, 4, 4, 6]	[0, 1, 3, 4, 4, 6]	[0, 0, 0, 1, 0, 0]	[1, 1, 1, 0, 1, 0]	[0, 0, 0, 1, 0, 1]
"['The', 'outside', 'is', ""n't"", 'even', '.']"	['DT', 'NN', 'VBZ', 'RB', 'RB', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADV', '.']	['I', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'NS']	[0, 1, 3, 4, 4, 6]	[0, 1, 3, 4, 4, 6]	[0, 0, 0, 1, 0, 0]	[1, 1, 1, 0, 1, 0]	[0, 0, 0, 1, 0, 1]
['The', 'outside', 'is', 'never', 'even', '.']	['DT', 'NN', 'VBZ', 'RB', 'RB', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADV', '.']	['I', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'NS']	[0, 1, 3, 4, 4, 6]	[0, 1, 3, 4, 4, 6]	[0, 0, 0, 1, 0, 0]	[1, 1, 1, 0, 1, 0]	[0, 0, 0, 1, 0, 1]
"['This', 'is', 'not', 'bad', 'for', 'people', ""'s"", 'health', '.']"	['DT', 'VBZ', 'RB', 'JJ', 'IN', 'NNS', 'POS', 'NN', '.']	['DET', 'VERB', 'ADV', 'ADJ', 'ADP', 'NOUN', 'PRT', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[0, 3, 4, 9, 2, 10, 25, 1, 6]	[0, 3, 4, 7, 2, 1, 11, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 1]
"['This', 'is', ""n't"", 'bad', 'for', 'people', ""'s"", 'health', '.']"	['DT', 'VBZ', 'RB', 'JJ', 'IN', 'NNS', 'POS', 'NN', '.']	['DET', 'VERB', 'ADV', 'ADJ', 'ADP', 'NOUN', 'PRT', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S']	[0, 3, 4, 9, 2, 10, 25, 1, 6]	[0, 3, 4, 7, 2, 1, 11, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 1]	[0, 0, 1, 0, 0, 0, 0, 0, 0]
"['This', 'is', 'never', 'bad', 'for', 'people', ""'s"", 'health', '.']"	['DT', 'VBZ', 'RB', 'JJ', 'IN', 'NNS', 'POS', 'NN', '.']	['DET', 'VERB', 'ADV', 'ADJ', 'ADP', 'NOUN', 'PRT', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[0, 3, 4, 9, 2, 10, 25, 1, 6]	[0, 3, 4, 7, 2, 1, 11, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 1]
['These', 'fishes', 'are', 'not', 'thin', '.']	['DT', 'NNS', 'VBP', 'RB', 'JJ', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'NS']	[0, 10, 8, 4, 9, 6]	[0, 1, 3, 4, 7, 6]	[0, 0, 0, 1, 0, 0]	[1, 1, 1, 0, 1, 0]	[0, 0, 0, 1, 0, 1]
"['These', 'fishes', 'are', ""n't"", 'thin', '.']"	['DT', 'NNS', 'VBP', 'RB', 'JJ', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'NS']	[0, 10, 8, 4, 9, 6]	[0, 1, 3, 4, 7, 6]	[0, 0, 0, 1, 0, 0]	[1, 1, 1, 0, 1, 0]	[0, 0, 0, 1, 0, 1]
['These', 'fishes', 'are', 'never', 'thin', '.']	['DT', 'NNS', 'VBP', 'RB', 'JJ', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'NS']	[0, 10, 8, 4, 9, 6]	[0, 1, 3, 4, 7, 6]	[0, 0, 0, 1, 0, 0]	[1, 1, 1, 0, 1, 0]	[0, 0, 0, 1, 0, 1]
"['The', 'fruit', 'is', ""n't"", 'red', '.']"	['DT', 'NN', 'VBZ', 'RB', 'JJ', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'I']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S']	[0, 1, 3, 4, 9, 6]	[0, 1, 3, 4, 7, 6]	[0, 0, 0, 1, 0, 0]	[1, 1, 1, 0, 1, 1]	[0, 0, 0, 1, 0, 0]
['The', 'fruit', 'is', 'not', 'red', '.']	['DT', 'NN', 'VBZ', 'RB', 'JJ', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'NS']	[0, 1, 3, 4, 9, 6]	[0, 1, 3, 4, 7, 6]	[0, 0, 0, 1, 0, 0]	[1, 1, 1, 0, 1, 0]	[0, 0, 0, 1, 0, 1]
['The', 'fruit', 'is', 'never', 'red', '.']	['DT', 'NN', 'VBZ', 'RB', 'JJ', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'NS']	[0, 1, 3, 4, 9, 6]	[0, 1, 3, 4, 7, 6]	[0, 0, 0, 1, 0, 0]	[1, 1, 1, 0, 1, 0]	[0, 0, 0, 1, 0, 1]
