sent	cues_idx	label	labels_idx	scopes_idx	scope
['``', 'Not', 'a', 'shadow', 'of', 'one', '--', 'only', 'surmise', 'and', 'conjecture', '.']	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['O', 'O', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O']	[1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]	[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]	['NS', 'NS', 'S', 'S', 'S', 'S', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS']
['``', 'Found', 'dead', 'without', 'a', 'mark', 'upon', 'him', '.']	[0, 0, 0, 1, 0, 0, 0, 0, 0]	['O', 'O', 'O', 'O', 'I', 'I', 'I', 'I', 'O']	[1, 1, 1, 1, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 1, 1, 1, 1, 0]	['NS', 'NS', 'NS', 'NS', 'S', 'S', 'S', 'S', 'NS']
['Of', 'course', 'we', 'know', 'that', 'a', 'hound', 'does', 'not', 'bite', 'a', 'dead', 'body', 'and', 'that', 'Sir', 'Charles', 'was', 'dead', 'before', 'ever', 'the', 'brute', 'overtook', 'him', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['O', 'O', 'O', 'O', 'O', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['NS', 'NS', 'NS', 'NS', 'NS', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS']
"['But', 'we', 'have', 'to', 'prove', 'all', 'this', ',', 'and', 'we', 'are', 'not', 'in', 'a', 'position', 'to', 'do', 'it', '.', ""''""]"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O']	[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0]	['NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'NS', 'NS']
['``', 'We', 'are', 'not', 'much', 'better', 'off', 'tonight', '.']	[0, 0, 0, 1, 0, 0, 0, 0, 0]	['O', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	[1, 0, 0, 1, 0, 0, 0, 0, 1]	[0, 1, 1, 0, 1, 1, 1, 1, 0]	['NS', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']
"['A-', 'gain', ',', 'there', 'was', 'no', 'direct', 'connection', 'between', 'the', 'hound', 'and', 'the', 'man', ""'s"", 'death', '.']"	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['O', 'O', 'O', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]	['NS', 'NS', 'NS', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']
['We', 'never', 'saw', 'the', 'hound', '.']	[0, 1, 0, 0, 0, 0]	['I', 'O', 'I', 'I', 'I', 'O']	[0, 1, 0, 0, 0, 1]	[1, 0, 1, 1, 1, 0]	['S', 'NS', 'S', 'S', 'S', 'NS']
"['We', 'heard', 'it', ',', 'but', 'we', 'could', 'not', 'prove', 'that', 'it', 'was', 'running', 'upon', 'this', 'man', ""'s"", 'trail', '.']"	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['O', 'O', 'O', 'O', 'O', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	[1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]	['NS', 'NS', 'NS', 'NS', 'NS', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']
['There', 'is', 'a', 'complete', 'ab-', 'sence', 'of', 'motive', '.']	[0, 0, 0, 0, 1, 0, 0, 0, 0]	['I', 'I', 'O', 'O', 'O', 'O', 'O', 'I', 'O']	[0, 0, 1, 1, 1, 1, 1, 0, 1]	[1, 1, 0, 0, 0, 1, 0, 1, 0]	['S', 'S', 'NS', 'NS', 'NS', 'S', 'NS', 'S', 'NS']
"['No', ',', 'my', 'dear', 'fellow', ';', 'we', 'must', 'reconcile', 'ourselves', 'to', 'the', 'fact', 'that', 'we', 'have', 'no', 'case', 'at', 'present', ',', 'and', 'that', 'it', 'is', 'worth', 'our', 'while', 'to', 'run', 'any', 'risk', 'in', 'order', 'to', 'establish', 'one', '.', ""''""]"	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS']
"['No', ',', 'my', 'dear', 'fellow', ';', 'we', 'must', 'reconcile', 'ourselves', 'to', 'the', 'fact', 'that', 'we', 'have', 'no', 'case', 'at', 'present', ',', 'and', 'that', 'it', 'is', 'worth', 'our', 'while', 'to', 'run', 'any', 'risk', 'in', 'order', 'to', 'establish', 'one', '.', ""''""]"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I', 'I', 'O', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'S', 'S', 'NS', 'S', 'S', 'S', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS']
['I', 'could', 'draw', 'nothing', 'further', 'from', 'him', ',', 'and', 'he', 'walked', ',', 'lost', 'in', 'thought', ',', 'as', 'far', 'as', 'the', 'Baskerville', 'gates', '.']	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS']
['``', 'Yes', ';', 'I', 'see', 'no', 'reason', 'for', 'further', 'concealment', '.']	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	['O', 'O', 'O', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]	[0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0]	['NS', 'NS', 'NS', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']
['Say', 'nothing', 'of', 'the', 'hound', 'to', 'Sir', 'Henry', '.']	[0, 1, 0, 0, 0, 0, 0, 0, 0]	['I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	[0, 1, 0, 0, 0, 0, 0, 0, 1]	[1, 0, 1, 1, 1, 1, 1, 1, 0]	['S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']
['He', 'did', 'raise', 'his', 'eyebrows', ',', 'however', ',', 'when', 'he', 'found', 'that', 'my', 'friend', 'had', 'neither', 'any', 'luggage', 'nor', 'any', 'explanations', 'for', 'its', 'ab-', 'sence', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I', 'I', 'I', 'O', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]	['NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'S', 'S', 'S', 'NS', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']
['But', 'first', 'I', 'had', 'the', 'un-', 'pleasant', 'duty', 'of', 'breaking', 'the', 'news', 'to', 'Barrymore', 'and', 'his', 'wife', '.']	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['O', 'O', 'O', 'O', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]	['NS', 'NS', 'NS', 'NS', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']
['To', 'him', 'it', 'may', 'have', 'been', 'an', 'un-', 'mitigated', 'relief', ',', 'but', 'she', 'wept', 'bitterly', 'in', 'her', 'a-', 'pron', '.']	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['O', 'O', 'O', 'O', 'O', 'O', 'I', 'O', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'S', 'NS', 'S', 'S', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS']
['Evil', 'in-', 'deed', 'is', 'the', 'man', 'who', 'has', 'not', 'one', 'woman', 'to', 'mourn', 'him', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	['O', 'O', 'O', 'O', 'O', 'O', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	[1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0]	['NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']
"['If', 'I', 'had', ""n't"", 'sworn', 'not', 'to', 'go', 'ab-', 'out', 'a-', 'lone', 'I', 'might', 'have', 'had', 'a', 'more', 'lively', 'evening', ',', 'for', 'I', 'had', 'a', 'message', 'from', 'Stapleton', 'a-', 'sking', 'me', 'over', 'there', '.', ""''""]"	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['O', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['NS', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS']
"['If', 'I', 'had', ""n't"", 'sworn', 'not', 'to', 'go', 'ab-', 'out', 'a-', 'lone', 'I', 'might', 'have', 'had', 'a', 'more', 'lively', 'evening', ',', 'for', 'I', 'had', 'a', 'message', 'from', 'Stapleton', 'a-', 'sking', 'me', 'over', 'there', '.', ""''""]"	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['O', 'O', 'O', 'O', 'O', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS']
"['``', 'I', 'have', 'no', 'doubt', 'that', 'you', 'would', 'have', 'had', 'a', 'more', 'lively', 'evening', ',', ""''"", 'said', 'Holmes', 'drily', '.']"	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['O', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O']	[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]	[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]	['NS', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS']
"['``', 'By', 'the', 'way', ',', 'I', 'do', ""n't"", 'suppose', 'you', 'a-', 'ppreciate', 'that', 'we', 'have', 'been', 'mourning', 'over', 'you', 'as', 'having', 'broken', 'your', 'neck', '?', ""''""]"	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['O', 'O', 'O', 'O', 'O', 'I', 'I', 'O', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O']	[1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]	[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]	['NS', 'NS', 'NS', 'NS', 'NS', 'S', 'S', 'NS', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS', 'NS']
['``', 'That', 'is', 'un-', 'likely', '.']	[0, 0, 0, 1, 0, 0]	['O', 'I', 'I', 'O', 'I', 'O']	[1, 0, 0, 1, 0, 1]	[0, 1, 1, 0, 1, 0]	['NS', 'S', 'S', 'NS', 'S', 'NS']
"['There', 'was', 'no', 'mark', 'on', 'any', 'of', 'them', ',', 'as', 'far', 'as', 'I', 'know', '.', ""''""]"	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS']
['I', 'am', 'not', 'sure', 'that', 'as', 'a', 'conscientious', 'detective', 'my', 'first', 'duty', 'is', 'not', 'to', 'a-', 'rrest', 'the', 'whole', 'household', '.']	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']
"['I', 'do', ""n't"", 'know', 'that', 'Watson', 'and', 'I', 'are', 'much', 'the', 'wiser', 'since', 'we', 'came', 'down', '.', ""''""]"	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O']	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS', 'NS']
['We', 'heard', 'the', 'hound', 'on', 'the', 'moor', ',', 'so', 'I', 'can', 'swear', 'that', 'it', 'is', 'not', 'all', 'empty', 'superstition', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I', 'I', 'O', 'I', 'I', 'I', 'O']	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0]	['NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'S', 'S', 'NS', 'S', 'S', 'S', 'NS']
"['``', 'Very', 'good', ';', 'and', 'I', 'will', 'ask', 'you', 'also', 'to', 'do', 'it', 'blindly', ',', 'without', 'a-', 'lways', 'a-', 'sking', 'the', 'reason', '.', ""''""]"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O']	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0]	['NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'NS', 'NS']
"['I', 'have', 'no', 'doubt', '--', ""''""]"	[0, 0, 1, 0, 0, 0]	['I', 'I', 'O', 'I', 'O', 'O']	[0, 0, 1, 0, 1, 1]	[1, 1, 0, 1, 0, 0]	['S', 'S', 'NS', 'S', 'NS', 'NS']
"['``', 'Watson', 'wo', ""n't"", 'a-', 'llow', 'that', 'I', 'know', 'a-', 'nything', 'of', 'art', 'but', 'that', 'is', 'mere', 'jealousy', 'because', 'our', 'views', 'upon', 'the', 'subject', 'differ', '.']"	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['O', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['NS', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS']
"['``', 'I', 'do', ""n't"", 'pretend', 'to', 'know', 'much', 'ab-', 'out', 'these', 'things', ',', 'and', 'I', ""'d"", 'be', 'a', 'better', 'judge', 'of', 'a', 'horse', 'or', 'a', 'steer', 'than', 'of', 'a', 'picture', '.']"	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['O', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['NS', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS']
"['I', 'did', ""n't"", 'know', 'that', 'you', 'found', 'time', 'for', 'such', 'things', '.', ""''""]"	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O']	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS', 'NS']
