premise	hypothesis	label	case
""" By the way , I do not suppose you appreciate that we have been mourning over you as having broken your neck ? """	I do you appreciate that we have been mourning over you as having broken your neck	contradiction	a: within scope.
""" By the way , I do not suppose you appreciate that we have been mourning over you as having broken your neck ? """	we have been mourning over you as having broken your neck	contradiction	a: within scope.
""" By the way , I do not suppose you appreciate that we have been mourning over you as having broken your neck ? """	"` ` By the way , I do suppose you appreciate that we have been mourning over you as having broken your neck ? """	contradiction	b: cue-removed
""" By the way , I do not suppose you appreciate that we have been mourning over you as having broken your neck ? """	you appreciate that we have been mourning over you as having broken your neck	contradiction	a: within scope.
"There was no mark on any of them , as far as I know . """	There was mark on some of them	contradiction	a: within scope.
"There was no mark on any of them , as far as I know . """	"There was mark on some of them , as far as I kw . """	contradiction	b: cue-removed
"There was no mark on any of them , as far as I know . """	I know	entailment	c: a S clause
I am not sure that as a conscientious detective my first duty is not to arrest the whole household .	I am sure that as a conscientious detective my first duty is to arrest the whole household	contradiction	b: cue-removed
I am not sure that as a conscientious detective my first duty is not to arrest the whole household .	as a conscientious detective my first duty is not to arrest the whole household	contradiction	a: within scope.
I am not sure that as a conscientious detective my first duty is not to arrest the whole household .	I am sure that as a conscientious detective my first duty is to arrest the whole household .	contradiction	b: cue-removed
"I do not know that Watson and I are much the wiser since we came down . """	I do know that Watson and I are much the wiser since we came down	contradiction	a: within scope.
"I do not know that Watson and I are much the wiser since we came down . """	Watson and I are much the wiser since we came down	contradiction	a: within scope.
"I do not know that Watson and I are much the wiser since we came down . """	we came down	contradiction	a: within scope.
"I do not know that Watson and I are much the wiser since we came down . """	"I do know that Watson and I are much the wiser since we came down . """	contradiction	b: cue-removed
We heard the hound on the moor , so I can swear that it is not all empty superstition .	it is all empty superstition	contradiction	a: within scope.
We heard the hound on the moor , so I can swear that it is not all empty superstition .	We heard the hound on the moor , so I can swear that it is all empty superstition .	contradiction	b: cue-removed
We heard the hound on the moor , so I can swear that it is not all empty superstition .	We heard the hound on the moor	entailment	c: a S clause
We heard the hound on the moor , so I can swear that it is not all empty superstition .	I can swear that it is all empty superstition	contradiction	b: cue-removed
"I have no doubt"""	I have doubt	contradiction	a: within scope.
"I have no doubt"""	"I have doubt"""	contradiction	b: cue-removed
""" Watson wo not allow that I know anything of art but that is mere jealousy because our views upon the subject differ ."	Watson wo allow that I know anything of art	contradiction	a: within scope.
""" Watson wo not allow that I know anything of art but that is mere jealousy because our views upon the subject differ ."	` ` Watson wo allow that I know anything of art but that is mere jealousy because our views upon the subject differ .	contradiction	b: cue-removed
""" Watson wo not allow that I know anything of art but that is mere jealousy because our views upon the subject differ ."	I know anything of art	contradiction	a: within scope.
""" Watson wo not allow that I know anything of art but that is mere jealousy because our views upon the subject differ ."	that is mere jealousy because our views upon the subject differ	entailment	c: a S clause
""" I do not pretend to know much about these things , and I 'd be a better judge of a horse or a steer than of a picture ."	I do pretend to know much about these things	contradiction	a: within scope.
""" I do not pretend to know much about these things , and I 'd be a better judge of a horse or a steer than of a picture ."	` ` I do pretend to know much about these things , and I 'd be a better judge of a horse or a steer than of a picture .	contradiction	b: cue-removed
""" I do not pretend to know much about these things , and I 'd be a better judge of a horse or a steer than of a picture ."	I 'd be a better judge of a horse or a steer than of a picture	entailment	c: a S clause
"I did not know that you found time for such things . """	I did know that you found time for such things	contradiction	a: within scope.
"I did not know that you found time for such things . """	you found time for such things	contradiction	a: within scope.
"I did not know that you found time for such things . """	"I did know that you found time for such things . """	contradiction	b: cue-removed
"We 're not likely to forget him . """	We 're likely to forget him	contradiction	a: within scope.
"We 're not likely to forget him . """	"We 're likely to forget him . """	contradiction	b: cue-removed
""" There 's no doubt about the authenticity , for the name and the date , 1647 , are on the back of the canvas . """	There 's doubt about the authenticity	contradiction	a: within scope.
""" There 's no doubt about the authenticity , for the name and the date , 1647 , are on the back of the canvas . """	"` ` There 's doubt about the authenticity , for the name and the date , 1647 , are on the back of the canvas . """	contradiction	b: cue-removed
""" There 's no doubt about the authenticity , for the name and the date , 1647 , are on the back of the canvas . """	about the authenticity , for the name and the date , 1647 , are on the back of the canvas	entailment	c: a S clause
It was not a brutal countenance , but it was prim , hard , and stern , with a firm-set , thin-lipped mouth , and a coldly intolerant eye .	It was a brutal countenance	contradiction	a: within scope.
It was not a brutal countenance , but it was prim , hard , and stern , with a firm-set , thin-lipped mouth , and a coldly intolerant eye .	It was a brutal countenance , but it was prim , hard , and stern , with a firm set , thin lipped mouth , and a coldly intolerant eye .	contradiction	b: cue-removed
It was not a brutal countenance , but it was prim , hard , and stern , with a firm-set , thin-lipped mouth , and a coldly intolerant eye .	it was prim , hard , and stern , with a firm set , thin lipped mouth , and a coldly intolerant eye	entailment	c: a S clause
My eyes have been trained to examine faces and not their trimmings .	My eyes have been trained to examine their trimmings	contradiction	a: within scope.
My eyes have been trained to examine faces and not their trimmings .	My eyes have been trained to examine faces and their trimmings .	contradiction	b: cue-removed
I have not heard him laugh often , and it has always boded ill to somebody .	I have heard him laugh often	contradiction	a: within scope.
I have not heard him laugh often , and it has always boded ill to somebody .	him laugh often	contradiction	a: within scope.
I have not heard him laugh often , and it has always boded ill to somebody .	I have heard him laugh often , and it has always boded ill to somebody .	contradiction	b: cue-removed
I have not heard him laugh often , and it has always boded ill to somebody .	it has always boded ill to somebody	entailment	c: a S clause
"And I have also communicated with my faithful Cartwright , who would certainly have pined away at the door of my hut , as a dog does at his master 's grave , if I had not set his mind at rest about my safety . """	I had set his mind at rest about my safety	contradiction	a: within scope.
"And I have also communicated with my faithful Cartwright , who would certainly have pined away at the door of my hut , as a dog does at his master 's grave , if I had not set his mind at rest about my safety . """	"And I have also communicated with my faithful Cartwright , who would certainly have pined away at the door of my hut , as a dog does at his master 's grave , if I had set his mind at rest about my safety . """	contradiction	b: cue-removed
"And I have also communicated with my faithful Cartwright , who would certainly have pined away at the door of my hut , as a dog does at his master 's grave , if I had not set his mind at rest about my safety . """	would certainly have pined away at the door of my hut , as a dog does at his master 's grave , if I had set his mind at rest about my safety	contradiction	b: cue-removed
"And I have also communicated with my faithful Cartwright , who would certainly have pined away at the door of my hut , as a dog does at his master 's grave , if I had not set his mind at rest about my safety . """	a dog does at his master 's grave	entailment	c: a S clause
"The Hall and the moor are not very pleasant places when one is alone . """	The Hall and the moor are very pleasant places when one is alone	contradiction	a: within scope.
"The Hall and the moor are not very pleasant places when one is alone . """	one is alone	contradiction	a: within scope.
"The Hall and the moor are not very pleasant places when one is alone . """	"The Hall and the moor are very pleasant places when one is alone . """	contradiction	b: cue-removed
""" There is no alternative , I assure you . """	There is alternative	contradiction	a: within scope.
""" There is no alternative , I assure you . """	"` ` There is alternative , I assure you . """	contradiction	b: cue-removed
""" There is no alternative , I assure you . """	I assure you	entailment	c: a S clause
"Watson , you will send a note to Stapleton to tell him that you regret that you can not come . """	you can come	contradiction	a: within scope.
"Watson , you will send a note to Stapleton to tell him that you regret that you can not come . """	"Watson , you will send a e to Stapleton to tell him that you regret that you can come . """	contradiction	b: cue-removed
"Watson , you will send a note to Stapleton to tell him that you regret that you can not come . """	you regret that you can come	contradiction	b: cue-removed
""" But that is the very thing which you have so often cautioned me not to do . """	you have so often cautioned me to do	contradiction	a: within scope.
""" But that is the very thing which you have so often cautioned me not to do . """	"` ` But that is the very thing which you have so often cautioned me to do . """	contradiction	b: cue-removed
""" But that is the very thing which you have so often cautioned me not to do . """	you have so often cautioned me not to do	entailment	c: a S clause
""" But that is the very thing which you have so often cautioned me not to do . """	me not to do	entailment	c: a S clause
"If I had not every confidence in your nerve and courage I would not suggest it , but it is essential that you should do it . """	I had every confidence in your nerve and courage	contradiction	a: within scope.
"If I had not every confidence in your nerve and courage I would not suggest it , but it is essential that you should do it . """	"If I had every confidence in your nerve and courage I would suggest it , but it is essential that you should do it . """	contradiction	b: cue-removed
"If I had not every confidence in your nerve and courage I would not suggest it , but it is essential that you should do it . """	it is essential that you should do it	entailment	c: a S clause
"If I had not every confidence in your nerve and courage I would not suggest it , but it is essential that you should do it . """	you should do it	entailment	c: a S clause
"If I had not every confidence in your nerve and courage I would not suggest it , but it is essential that you should do it . """	I would suggest it	contradiction	a: within scope.
"If I had not every confidence in your nerve and courage I would not suggest it , but it is essential that you should do it . """	I had not every confidence in your nerve and courage	entailment	c: a S clause
""" And as you value your life do not go across the moor in any direction save along the straight path which leads from Merripit House to the Grimpen Road , and is your natural way home . """	you value your life	entailment	c: a S clause
It had not crossed my mind however , that he would wish me to go with him , nor could I understand how we could both be absent at a moment which he himself declared to be critical .	It had crossed my mind however , that he would wish me to go with him	contradiction	a: within scope.
It had not crossed my mind however , that he would wish me to go with him , nor could I understand how we could both be absent at a moment which he himself declared to be critical .	he would wish me to go with him	contradiction	a: within scope.
It had not crossed my mind however , that he would wish me to go with him , nor could I understand how we could both be absent at a moment which he himself declared to be critical .	It had crossed my mind however , that he would wish me to go with him , nor could I understand how we could both be absent at a moment which he himself declared to be critical .	contradiction	b: cue-removed
It had not crossed my mind however , that he would wish me to go with him , nor could I understand how we could both be absent at a moment which he himself declared to be critical .	me to go with him	contradiction	a: within scope.
It had not crossed my mind however , that he would wish me to go with him , nor could I understand how we could both be absent at a moment which he himself declared to be critical .	we could both be absent at a moment which he himself declared to be critical	entailment	c: a S clause
It had not crossed my mind however , that he would wish me to go with him , nor could I understand how we could both be absent at a moment which he himself declared to be critical .	he himself declared to be critical	entailment	c: a S clause
It had not crossed my mind however , that he would wish me to go with him , nor could I understand how we could both be absent at a moment which he himself declared to be critical .	It had not crossed my mind however , that he would wish me to go with him , could I understand how we could both be absent at a moment which he himself declared to be critical .	contradiction	b: cue-removed
It had not crossed my mind however , that he would wish me to go with him , nor could I understand how we could both be absent at a moment which he himself declared to be critical .	It had not crossed my mind however , that he would wish me to go with him	entailment	c: a S clause
"Now , Watson , I think that we can not employ our time better than by calling upon your acquaintance , Mrs. Laura Lyons . """	we can employ our time better than by calling upon your acquaintance , Mrs. Laura Lyons	contradiction	a: within scope.
"Now , Watson , I think that we can not employ our time better than by calling upon your acquaintance , Mrs. Laura Lyons . """	"Now , Watson , I think that we can employ our time better than by calling upon your acquaintance , Mrs. Laura Lyons . """	contradiction	b: cue-removed
""" There is no connection . """	There is connection	contradiction	a: within scope.
""" There is no connection . """	"` ` There is connection . """	contradiction	b: cue-removed
""" The fact is no longer a secret ."	The fact is longer a secret	contradiction	a: within scope.
""" The fact is no longer a secret ."	` ` The fact is longer a secret .	contradiction	b: cue-removed
"He is not a married man . """	He is a married man	contradiction	a: within scope.
"He is not a married man . """	"He is a married man . """	contradiction	b: cue-removed
It is indorsed ` Mr. and Mrs. Vandeleur , ' but you will have no difficulty in recognizing him , and her also , if you know her by sight .	you will have difficulty in recognizing him , and her also , if you know her by sight	contradiction	a: within scope.
It is indorsed ` Mr. and Mrs. Vandeleur , ' but you will have no difficulty in recognizing him , and her also , if you know her by sight .	you know her by sight	contradiction	a: within scope.
It is indorsed ` Mr. and Mrs. Vandeleur , ' but you will have no difficulty in recognizing him , and her also , if you know her by sight .	It is indorsed ` Mr. and Mrs. Vandeleur , ' but you will have difficulty in recognizing him , and her also , if you kw her by sight .	contradiction	b: cue-removed
It is indorsed ` Mr. and Mrs. Vandeleur , ' but you will have no difficulty in recognizing him , and her also , if you know her by sight .	It is indorsed ` Mr. and Mrs. Vandeleur	entailment	c: a S clause
It is indorsed ` Mr. and Mrs. Vandeleur , ' but you will have no difficulty in recognizing him , and her also , if you know her by sight .	you will have difficulty in recognizing him , and her also , if you kw her by sight	contradiction	b: cue-removed
Not one word of truth has he ever told me .	one word of truth has he told me	contradiction	a: within scope.
Not one word of truth has he ever told me .	Not one word of truth has he told me .	contradiction	b: cue-removed
"One thing I swear to you , and that is that when I wrote the letter I never dreamed of any harm to the old gentleman , who had been my kindest friend . """	I wrote the letter	contradiction	a: within scope.
"One thing I swear to you , and that is that when I wrote the letter I never dreamed of any harm to the old gentleman , who had been my kindest friend . """	"One thing I swear to you , and that is that when I wrote the letter I dreamed of some harm to the old gentleman , who had been my kindest friend . """	contradiction	b: cue-removed
"One thing I swear to you , and that is that when I wrote the letter I never dreamed of any harm to the old gentleman , who had been my kindest friend . """	I swear to you	entailment	c: a S clause
"One thing I swear to you , and that is that when I wrote the letter I never dreamed of any harm to the old gentleman , who had been my kindest friend . """	when I wrote the letter I dreamed of some harm to the old gentleman , who had been my kindest friend	contradiction	b: cue-removed
Even now we have no clear case against this very wily man .	we have clear case against this very wily man	contradiction	a: within scope.
Even now we have no clear case against this very wily man .	Even w we have clear case against this very wily man .	contradiction	b: cue-removed
"But I shall be very much surprised if it is not clear enough before we go to bed this night . """	it is clear enough before we go to bed this night	contradiction	a: within scope.
"But I shall be very much surprised if it is not clear enough before we go to bed this night . """	we go to bed this night	contradiction	a: within scope.
"But I shall be very much surprised if it is not clear enough before we go to bed this night . """	"But I shall be very much surprised if it is clear enough before we go to bed this night . """	contradiction	b: cue-removed
"Ah , well , I do not suppose you will forget your first visit . """	I do suppose you will forget your first visit	contradiction	a: within scope.
"Ah , well , I do not suppose you will forget your first visit . """	"Ah , well , I do suppose you will forget your first visit . """	contradiction	b: cue-removed
"Ah , well , I do not suppose you will forget your first visit . """	you will forget your first visit	contradiction	a: within scope.
Partly also from his professional caution , which urged him never to take any chances .	urged him to take some chances	contradiction	b: cue-removed
I had often suffered under it , but never more so than during that long drive in the darkness .	I had suffered more so than during that long drive in the darkness	contradiction	a: within scope.
I had often suffered under it , but never more so than during that long drive in the darkness .	I had often suffered under it , but more so than during that long drive in the darkness .	contradiction	b: cue-removed
We did not drive up to the door but got down near the gate of the avenue .	We did drive up to the door	contradiction	a: within scope.
We did not drive up to the door but got down near the gate of the avenue .	We did drive up to the door but got down near the gate of the avenue .	contradiction	b: cue-removed
""" My word , it does not seem a very cheerful place , "" said the detective with a shiver , glancing round him at the gloomy slopes of the hill and at the huge lake of fog which lay over the Grimpen Mire ."	it does seem a very cheerful place	contradiction	a: within scope.
""" My word , it does not seem a very cheerful place , "" said the detective with a shiver , glancing round him at the gloomy slopes of the hill and at the huge lake of fog which lay over the Grimpen Mire ."	` My word , it does seem a very cheerful place	contradiction	b: cue-removed
"I must request you to walk on tiptoe and not to talk above a whisper . """	"I must request you to walk on tiptoe and to talk above a whisper . """	contradiction	b: cue-removed
"Creep forward quietly and see what they are doingbut for heaven 's sake do not let them know that they are watched ! """	they are watched	contradiction	a: within scope.
"Creep forward quietly and see what they are doingbut for heaven 's sake do not let them know that they are watched ! """	"Creep forward quietly and see what they are doingbut for heaven 's sake do let them know that they are watched ! """	contradiction	b: cue-removed
"Creep forward quietly and see what they are doingbut for heaven 's sake do not let them know that they are watched ! """	Creep forward quietly and see what they are doing	entailment	c: a S clause
"Creep forward quietly and see what they are doingbut for heaven 's sake do not let them know that they are watched ! """	they are doing	entailment	c: a S clause
"Creep forward quietly and see what they are doingbut for heaven 's sake do not let them know that they are watched ! """	for heaven 's sake do let them know that they are watched	contradiction	b: cue-removed
"Creep forward quietly and see what they are doingbut for heaven 's sake do not let them know that they are watched ! """	them know that they are watched	contradiction	a: within scope.
""" You say , Watson , that the lady is not there ? "" Holmes asked when I had finished my report ."	the lady is there	contradiction	a: within scope.
""" You say , Watson , that the lady is not there ? "" Holmes asked when I had finished my report ."	"` ` You say , Watson , that the lady is there ? "" Holmes asked when I had finished my report ."	contradiction	b: cue-removed
""" You say , Watson , that the lady is not there ? "" Holmes asked when I had finished my report ."	I had finished my report	entailment	c: a S clause
""" Where can she be , then , since there is no light in any other room except the kitchen ? """	there is light in some other room except the kitchen	contradiction	a: within scope.
""" I can not think where she is . """	I can think where she is	contradiction	a: within scope.
""" I can not think where she is . """	she is	contradiction	a: within scope.
""" I can not think where she is . """	"` ` I can think where she is . """	contradiction	b: cue-removed
He can not be very long , now .	He can be very long , now	contradiction	a: within scope.
He can not be very long , now .	He can be very long , now .	contradiction	b: cue-removed
""" If he is not out in a quarter of an hour the path will be covered ."	he is out in a quarter of an hour	contradiction	a: within scope.
""" If he is not out in a quarter of an hour the path will be covered ."	` ` If he is out in a quarter of an hour the path will be covered .	contradiction	b: cue-removed
"In half an hour we wo not be able to see our hands in front of us . """	In half an hour we wo be able to see our hands in front of us	contradiction	a: within scope.
"In half an hour we wo not be able to see our hands in front of us . """	"In half an hour we wo be able to see our hands in front of us . """	contradiction	b: cue-removed
""" We dare not take the chance of his being overtaken before he can reach us ."	We dare take the chance of his being overtaken before he can reach us	contradiction	a: within scope.
""" We dare not take the chance of his being overtaken before he can reach us ."	he can reach us	contradiction	a: within scope.
""" We dare not take the chance of his being overtaken before he can reach us ."	` ` We dare take the chance of his being overtaken before he can reach us .	contradiction	b: cue-removed
""" We dare not take the chance of his being overtaken before he can reach us ."	his being overtaken before he can reach us	contradiction	a: within scope.
A hound it was , an enormous coal-black hound , but not such a hound as mortal eyes have ever seen .	it was such a hound as mortal eyes have seen	contradiction	a: within scope.
A hound it was , an enormous coal-black hound , but not such a hound as mortal eyes have ever seen .	mortal eyes have seen	contradiction	a: within scope.
A hound it was , an enormous coal-black hound , but not such a hound as mortal eyes have ever seen .	it was	contradiction	a: within scope.
He did not pause , however , but bounded onward .	He did pause	contradiction	a: within scope.
He did not pause , however , but bounded onward .	He did pause , however , but bounded onward .	contradiction	b: cue-removed
Never have I seen a man run as Holmes ran that night .	a man run as Holmes ran that night	contradiction	a: within scope.
Never have I seen a man run as Holmes ran that night .	Holmes ran that night	contradiction	a: within scope.
We tore away his collar , and Holmes breathed a prayer of gratitude when we saw that there was no sign of a wound and that the rescue had been in time .	there was sign of a wound	contradiction	a: within scope.
We tore away his collar , and Holmes breathed a prayer of gratitude when we saw that there was no sign of a wound and that the rescue had been in time .	We tore away his collar , and Holmes breathed a prayer of gratitude when we saw that there was sign of a wound and that the rescue had been in time .	contradiction	b: cue-removed
We tore away his collar , and Holmes breathed a prayer of gratitude when we saw that there was no sign of a wound and that the rescue had been in time .	We tore away his collar	entailment	c: a S clause
We tore away his collar , and Holmes breathed a prayer of gratitude when we saw that there was no sign of a wound and that the rescue had been in time .	Holmes breathed a prayer of gratitude when we saw that there was sign of a wound and that the rescue had been in time	contradiction	b: cue-removed
We tore away his collar , and Holmes breathed a prayer of gratitude when we saw that there was no sign of a wound and that the rescue had been in time .	we saw that there was sign of a wound and that the rescue had been in time	contradiction	b: cue-removed
We tore away his collar , and Holmes breathed a prayer of gratitude when we saw that there was no sign of a wound and that the rescue had been in time .	the rescue had been in time	entailment	c: a S clause
It was not a pure bloodhound and it was not a pure mastiff ; but it appeared to be a combination of the twogaunt , savage , and as large as a small lioness .	It was a pure bloodhound	contradiction	a: within scope.
It was not a pure bloodhound and it was not a pure mastiff ; but it appeared to be a combination of the twogaunt , savage , and as large as a small lioness .	It was a pure bloodhound and it was a pure mastiff ; but it appeared to be a combination of the twogaunt , savage , and as large as a small lioness .	contradiction	b: cue-removed
It was not a pure bloodhound and it was not a pure mastiff ; but it appeared to be a combination of the twogaunt , savage , and as large as a small lioness .	It was a pure bloodhound and it was a pure mastiff	contradiction	b: cue-removed
It was not a pure bloodhound and it was not a pure mastiff ; but it appeared to be a combination of the twogaunt , savage , and as large as a small lioness .	it was not a pure mastiff	entailment	c: a S clause
It was not a pure bloodhound and it was not a pure mastiff ; but it appeared to be a combination of the twogaunt , savage , and as large as a small lioness .	it appeared to be a combination of the twogaunt , savage , and as large as a small lioness	entailment	c: a S clause
It was not a pure bloodhound and it was not a pure mastiff ; but it appeared to be a combination of the twogaunt , savage , and as large as a small lioness .	it was a pure mastiff	contradiction	a: within scope.
It was not a pure bloodhound and it was not a pure mastiff ; but it appeared to be a combination of the twogaunt , savage , and as large as a small lioness .	It was not a pure bloodhound	entailment	c: a S clause
""" There is no smell which might have interfered with his power of scent ."	There is smell which might have interfered with his power of scent	contradiction	a: within scope.
""" There is no smell which might have interfered with his power of scent ."	` ` There is smell which might have interfered with his power of scent .	contradiction	b: cue-removed
I was prepared for a hound , but not for such a creature as this .	I was prepared for such a creature as this	contradiction	a: within scope.
I was prepared for a hound , but not for such a creature as this .	I was prepared for a hound , but for such a creature as this .	contradiction	b: cue-removed
You are not fit for further adventures tonight .	You are fit for further adventures tonight	contradiction	a: within scope.
You are not fit for further adventures tonight .	You are fit for further adventures tonight .	contradiction	b: cue-removed
There was no light save in the dining-room , but Holmes caught up the lamp and left no corner of the house unexplored .	There was light save in the dining room	entailment	c: a S clause
There was no light save in the dining-room , but Holmes caught up the lamp and left no corner of the house unexplored .	There was no light save in the dining room , but Holmes caught up the lamp and left no corner of the house unexplored .	entailment	c: a S clause
There was no light save in the dining-room , but Holmes caught up the lamp and left no corner of the house unexplored .	There was no light save in the dining room	entailment	c: a S clause
There was no light save in the dining-room , but Holmes caught up the lamp and left no corner of the house unexplored .	Holmes caught up the lamp and left no corner of the house unexplored	entailment	c: a S clause
There was no light save in the dining-room , but Holmes caught up the lamp and left no corner of the house unexplored .	no corner of the house unexplored	entailment	c: a S clause
There was no light save in the dining-room , but Holmes caught up the lamp and left no corner of the house unexplored .	Holmes left corner of the house unexplored	contradiction	a: within scope.
There was no light save in the dining-room , but Holmes caught up the lamp and left no corner of the house unexplored .	There was light save in the dining room , but Holmes caught up the lamp and left corner of the house unexplored .	contradiction	b: cue-removed
There was no light save in the dining-room , but Holmes caught up the lamp and left no corner of the house unexplored .	Holmes caught up the lamp and left corner of the house unexplored	contradiction	b: cue-removed
No sign could we see of the man whom we were chasing .	sign could we see of the man whom we were chasing	contradiction	a: within scope.
No sign could we see of the man whom we were chasing .	we were chasing	contradiction	a: within scope.
No sign could we see of the man whom we were chasing .	No sign could we see of the man whom we were chasing .	contradiction	b: cue-removed
No sign could we see of the man whom we were chasing .	we see of the man whom we were chasing	contradiction	a: within scope.
But there was no sign within it of that desperate and defiant villain whom we expected to see .	there was sign within it of that desperate and defiant villain whom we expected to see	contradiction	a: within scope.
But there was no sign within it of that desperate and defiant villain whom we expected to see .	we expected to see	contradiction	a: within scope.
But there was no sign within it of that desperate and defiant villain whom we expected to see .	But there was sign within it of that desperate and defiant villain whom we expected to see .	contradiction	b: cue-removed
To this post a figure was tied , so swathed and muffled in the sheets which had been used to secure it that one could not for the moment tell whether it was that of a man or a woman .	one could for the moment tell whether it was that of a man or a woman	contradiction	a: within scope.
To this post a figure was tied , so swathed and muffled in the sheets which had been used to secure it that one could not for the moment tell whether it was that of a man or a woman .	To this post a figure was tied , so swathed and muffled in the sheets which had been used to secure it that one could for the moment tell whether it was that of a man or a woman .	contradiction	b: cue-removed
To this post a figure was tied , so swathed and muffled in the sheets which had been used to secure it that one could not for the moment tell whether it was that of a man or a woman .	it was that of a man or a woman	contradiction	a: within scope.
""" He can not escape us , madam . """	He can escape us	contradiction	a: within scope.
""" He can not escape us , madam . """	"` ` He can escape us , madam . """	contradiction	b: cue-removed
""" No , no , I did not mean my husband ."	I did mean my husband	contradiction	a: within scope.
""" No , no , I did not mean my husband ."	` ` No , no , I did mean my husband .	contradiction	b: cue-removed
""" You bear him no good will , madam , "" said Holmes ."	You bear him good will	contradiction	a: within scope.
""" You bear him no good will , madam , "" said Holmes ."	You bear him good will , madam	contradiction	b: cue-removed
""" No one could find his way into the Grimpen Mire tonight . """	one could find his way into the Grimpen Mire tonight	contradiction	a: within scope.
""" No one could find his way into the Grimpen Mire tonight . """	"` ` No one could find his way into the Grimpen Mire tonight . """	contradiction	b: cue-removed
""" He may find his way in , but never out , "" she cried ."	He may find his way out	contradiction	a: within scope.
""" He may find his way in , but never out , "" she cried ."	"` ` He may find his way in , but out , "" she cried ."	contradiction	b: cue-removed
""" He may find his way in , but never out , "" she cried ."	` He may find his way in , but out	contradiction	b: cue-removed
""" He may find his way in , but never out , "" she cried ."	He may find his way in , but out	contradiction	b: cue-removed
The story of the Stapletons could no longer be withheld from him , but he took the blow bravely when he learned the truth about the woman whom he had loved .	The story of the Stapletons could longer be withheld from him	contradiction	a: within scope.
The story of the Stapletons could no longer be withheld from him , but he took the blow bravely when he learned the truth about the woman whom he had loved .	The story of the Stapletons could longer be withheld from him , but he took the blow bravely when he learned the truth about the woman whom he had loved .	contradiction	b: cue-removed
The story of the Stapletons could no longer be withheld from him , but he took the blow bravely when he learned the truth about the woman whom he had loved .	he took the blow bravely when he learned the truth about the woman whom he had loved	entailment	c: a S clause
The story of the Stapletons could no longer be withheld from him , but he took the blow bravely when he learned the truth about the woman whom he had loved .	he learned the truth about the woman whom he had loved	entailment	c: a S clause
The story of the Stapletons could no longer be withheld from him , but he took the blow bravely when he learned the truth about the woman whom he had loved .	he had loved	entailment	c: a S clause
Holmes sank to his waist as he stepped from the path to seize it , and had we not been there to drag him out he could never have set his foot upon firm land again .	Holmes sank to his waist as he stepped from the path to seize it , and had we been there to drag him out he could never have set his foot upon firm land again .	contradiction	b: cue-removed
Holmes sank to his waist as he stepped from the path to seize it , and had we not been there to drag him out he could never have set his foot upon firm land again .	Holmes sank to his waist as he stepped from the path to seize it	entailment	c: a S clause
Holmes sank to his waist as he stepped from the path to seize it , and had we not been there to drag him out he could never have set his foot upon firm land again .	he stepped from the path to seize it	entailment	c: a S clause
Holmes sank to his waist as he stepped from the path to seize it , and had we not been there to drag him out he could never have set his foot upon firm land again .	he could have set his foot upon firm land again	contradiction	a: within scope.
Holmes sank to his waist as he stepped from the path to seize it , and had we not been there to drag him out he could never have set his foot upon firm land again .	Holmes sank to his waist as he stepped from the path to seize it , and had we not been there to drag him out he could have set his foot upon firm land again .	contradiction	b: cue-removed
But more than that we were never destined to know , though there was much which we might surmise .	we were destined to know	contradiction	a: within scope.
But more than that we were never destined to know , though there was much which we might surmise .	But more than that we were destined to know , though there was much which we might surmise .	contradiction	b: cue-removed
But more than that we were never destined to know , though there was much which we might surmise .	to know , though there was much which we might surmise	entailment	c: a S clause
But more than that we were never destined to know , though there was much which we might surmise .	there was much which we might surmise	entailment	c: a S clause
But more than that we were never destined to know , though there was much which we might surmise .	we might surmise	entailment	c: a S clause
There was no chance of finding footsteps in the mire , for the rising mud oozed swiftly in upon them , but as we at last reached firmer ground beyond the morass we all looked eagerly for them .	There was chance of finding footsteps in the mire	contradiction	a: within scope.
There was no chance of finding footsteps in the mire , for the rising mud oozed swiftly in upon them , but as we at last reached firmer ground beyond the morass we all looked eagerly for them .	There was chance of finding footsteps in the mire , for the rising mud oozed swiftly in upon them , but as we at last reached firmer ground beyond the morass we all looked eagerly for them .	contradiction	b: cue-removed
There was no chance of finding footsteps in the mire , for the rising mud oozed swiftly in upon them , but as we at last reached firmer ground beyond the morass we all looked eagerly for them .	There was chance of finding footsteps in the mire , for the rising mud oozed swiftly in upon them	contradiction	b: cue-removed
There was no chance of finding footsteps in the mire , for the rising mud oozed swiftly in upon them , but as we at last reached firmer ground beyond the morass we all looked eagerly for them .	the rising mud oozed swiftly in upon them	entailment	c: a S clause
There was no chance of finding footsteps in the mire , for the rising mud oozed swiftly in upon them , but as we at last reached firmer ground beyond the morass we all looked eagerly for them .	as we at last reached firmer ground beyond the morass we all looked eagerly for them	entailment	c: a S clause
There was no chance of finding footsteps in the mire , for the rising mud oozed swiftly in upon them , but as we at last reached firmer ground beyond the morass we all looked eagerly for them .	we at last reached firmer ground beyond the morass	entailment	c: a S clause
But no slightest sign of them ever met our eyes .	slightest sign of them met our eyes	contradiction	a: within scope.
But no slightest sign of them ever met our eyes .	But slightest sign of them met our eyes .	contradiction	b: cue-removed
If the earth told a true story , then Stapleton never reached that island of refuge towards which he struggled through the fog upon that last night .	If the earth told a true story , then Stapleton reached that island of refuge towards which he struggled through the fog upon that last night	contradiction	a: within scope.
If the earth told a true story , then Stapleton never reached that island of refuge towards which he struggled through the fog upon that last night .	the earth told a true story	contradiction	a: within scope.
