sent_1	sent_2	label	positive_1	positive_2	subsequence_1	subsequence_2
Watson and I are much the wiser since we came down	I do already	neutral	True	False	True	True
it concerned one but myself	""" Well , I can not blame you for standing by your own wife ."	neutral	True	False	True	False
We did drive up to the door but got down near the gate of the avenue .	A spectral hound which leaves material footmarks and fills the air with its howling is surely not to be thought of .	neutral	True	False	True	False
Barrymore had not been in London all the time	she might honour me by becoming my wife	neutral	True	False	True	True
I could for the instant realize that that moan had been the passing of his soul	it concerned no one but myself	neutral	True	False	True	True
I will tell	You can not tell on him without getting my wife and me into trouble .	neutral	True	False	True	False
He has been very attentive to us , and hardly a day has passed that he has called at the Hall to see how we were getting on .	""" The surprise was not all on one side , I assure you ."	neutral	True	False	True	False
it is clear enough before we go to bed this night	no corner of the house unexplored	neutral	True	False	True	True
I do say now that he is a crazy man	""" And yet it was not entirely a question of imagination , "" I answered ."	neutral	True	False	True	False
I am entitled	""" Our case is not complete ."	neutral	True	False	True	False
"` ` No , sir ; I have made inquiry all over the hotel , but I can hear word of it . """	"Yes , I should not be surprised to learn that what we have heard is the cry of the last of the bitterns . """	neutral	True	False	True	False
"Watson , you will send a e to Stapleton to tell him that you regret that you can come . """	he had availed himself of a cab so that he could loiter behind or dash past them and so escape their notice	neutral	True	False	True	True
For both these reasons I thought that I was justified in telling rather less than I knew , since practical good could result from it , but with you there is reason why I should t be perfectly frank .	that sound seemed to freeze my very blood	neutral	True	False	True	True
It had crossed my mind however , that he would wish me to go with him	it was really so , and that she might be taken away from him	neutral	True	False	True	True
you could help yourself	sooner or later we shall get to the bottom of	neutral	True	False	True	True
I am much mistaken if the feeling was mutual	It had not crossed my mind however , that he would wish me to go with him , nor could I understand how we could both be absent at a moment which he himself declared to be critical .	neutral	True	False	True	False
he shot in his own warren	It was the sob of a woman , the muffled , strangling gasp of one who is torn by an uncontrollable sorrow .	neutral	True	False	True	False
It was Sir Henry who was being dogged by this secret man	There is nothing so deceptive as the distance of a light upon a pitch-dark night , and sometimes the glimmer seemed to be far away upon the horizon and sometimes it might have been within a few yards of us .	neutral	True	False	True	False
we could refuse to help him	It may have been that Barrymore had some private signal which we had neglected to give , or the fellow may have had some other reason for thinking that all was not well , but I could read his fears upon his wicked face .	neutral	True	False	True	False
I must stop	he returned	neutral	True	False	True	True
I have had them on	I had not every confidence in your nerve and courage	neutral	True	False	True	True
you meant more than this when you first spoke to me	""" You do not mean to say that you came after me in spite of all ? """	neutral	True	False	True	False
she could have returned to Coombe Tracey until the early hours of the morning	It was evident to me that he had been very busy of late , for the notes which I had from Baker Street were few and short , with no comments upon the information which I had supplied and hardly any reference to my mission .	neutral	True	False	True	False
"` ` There is other claimant , I presume ? """	To follow them and break into their intimate conversation seemed to be an outrage , and yet my clear duty was never for an instant to let him out of my sight .	neutral	True	False	True	False
` ` I have doubt that anxiety and exposure have driven him off his head .	""" No , no , it was a hound ."	neutral	True	False	True	False
He 'll break into house	he swept his long arm towards the huge mottled expanse of green splotched bog which stretched away until it merged into the russet slopes of the moor	neutral	True	False	True	True
He could hide his hound , but he could hush its voice	ever mortal eye has rested upon	neutral	True	False	True	True
` ` Watson wo allow that I know anything of art but that is mere jealousy because our views upon the subject differ .	""" No , sir , but it might very well come from someone who was convinced that the business is supernatural . """	neutral	True	False	True	False
"` ` What ! you do mean to say? """	I felt also in my heart that he was right in what he said and that it was really best for our purpose that I should not have known that he was upon the moor .	neutral	True	False	True	False
One fact which has been explained is the statement of Barrymore that his master 's footprints altered their character from the time that he passed the moor gate , and that he appeared from thence onward to have been walking upon his toes .	I had made to give publicity to his methods	neutral	True	False	True	True
One can always have the success for which one hopes	"And if we take this as a working hypothesis we have a fresh basis from which to start our construction of this unknown visitor . """	neutral	True	False	True	False
we heard	No signs of violence were to be discovered upon Sir Charles 's person	neutral	True	False	True	True
I can be of service	"No , Sir Henry , you must take with you someone , a trusty man , who will be always by your side . """	neutral	True	False	True	False
I had been told	I give you my word , sir , that it is not my secret , and that I can not tell it .	neutral	True	False	True	False
"Go back and set foot upon the moor again . """	I have seen in Englandslim , elegant , and tall	neutral	True	False	True	True
he was upon the moor	There are one maid , an old manservant , the sister , and the brother , the latter not a very strong man .	neutral	True	False	True	False
There is devil in hell	""" For you to know could not have helped us and might possibly have led to my discovery ."	neutral	True	False	True	False
she would talk about	""" No one could find his way into the Grimpen Mire tonight . """	neutral	True	False	True	False
it interesting	I left Sir Henry behind , therefore , not without some prickings of conscience , and drove off upon my new quest .	neutral	True	False	True	False
He is one whom I have seen down here , and I have w met all the neighbours .	Perkins the groom should go over to sleep there	neutral	True	False	True	True
There was chance of of us forgetting that peculiar ruddy tweed suit	"Notdo not tell me that it is our friend Sir Henry ! """	neutral	True	False	True	False
` ` Know then that in the time of the Great Rebellion the history of which by the learned Lord Clarendon I most earnestly commend to your attention this Maof Baskerville was held by Hugo of that name , can it be gainsaid that he was a most wild , profane , and godless man .	I owe him nothing	neutral	True	False	True	True
we came to examine his securities	you may take that to be my final answer	neutral	True	False	True	True
there is light in some other room except the kitchen	It was unlikely that she would dare to say that she had not been to Baskerville Hall if she really had been , for a trap would be necessary to take her there , and could not have returned to Coombe Tracey until the early hours of the morning .	neutral	True	False	True	False
I have disappointed you as an agent	I have no doubt that you and I could carry it so far .	neutral	True	False	True	False
there were other footsteps save those of Barrymore on the soft gravel	We are four able-bodied men in this household , so that we could take good care of ourselves , but I confess that I have had uneasy moments when I have thought of the Stapletons .	neutral	True	False	True	False
We are much better off tonight	He could hide his hound , but he could not hush its voice , and hence came those cries which even in daylight were not pleasant to hear .	neutral	True	False	True	False
I was suddenly aware that I was the only witness of their interview	""" I said that it was not my secret and that I could not tell it to you ."	neutral	True	False	True	False
you do mind	The boy was nowhere to be seen .	neutral	True	False	True	False
mong the farmers or gentry there is one whose initials are those	"I do not suppose I should have done so had I not known this legend . """	neutral	True	False	True	False
you are entirely wrong in this instance	I found myself weary and yet wakeful , tossing restlessly from side to side , seeking for the sleep which would not come .	neutral	True	False	True	False
` ` I can forget the look in his eyes when he ran at me this morning , but I must allow that no man could make a more handsome apology than he has done	Holmes would not listen to such fancies , and I am his agent .	neutral	True	False	True	False
` ` Well , sir , I thought more of the matter , and never would have done had it t been for my wife .	""" I can not give you the name , sir , but I can give you the initials ."	neutral	True	False	True	False
"It is my intention to be fulsome , but I confess that I covet your skull . """	An investigator needs facts and not legends or rumours .	neutral	True	False	True	False
"If I had sworn to go about alone I might have had a more lively evening , for I had a message from Stapleton asking me over there . """	But he has never let us get together and it was only today for the first time that I saw a chance of having a few words with her alone .	neutral	True	False	True	False
"I do know as I could say more than that . """	""" I do not say now that he is not a crazy man , "" said Sir Henry ; "" I can not forget the look in his eyes when he ran at me this morning , but I must allow that no man could make a more handsome apology than he has done . """	neutral	True	False	True	False
I do know much about the tariff and things of that kind	""" I did not positively say so . """	neutral	True	False	True	False
it go	""" No , sir , this is Mr. Johnson , the coal-owner , a very active gentleman , not older than yourself . """	neutral	True	False	True	False
he had trusted himself upon foot	"Creep forward quietly and see what they are doingbut for heaven 's sake do not let them know that they are watched ! """	neutral	True	False	True	False
She was glad to meet me , but when she did it was love that she would talk about , and she would have let me talk about it if she could have stopped it .	he seemed to have waited	neutral	True	False	True	True
I can say that	Her father refused to have anything to do with her because she had married without his consent and perhaps for one or two other reasons as well .	neutral	True	False	True	False
It was the convict	""" I did not think you would have taken advantage of it , Sir Henryindeed I did not . """	neutral	True	False	True	False
` ` It is my business , and yours .	I will not speak about it just now , but it should make my next report interesting reading .	neutral	True	False	True	False
we had left him behind us , and I am certain that he could have followed us	I told her that since I had seen her I was in no hurry to leave it , and that if she really wanted me to go , the only way to work it was for her to arrange to go with me .	neutral	True	False	True	False
it was easy to see that he said less than he might , and that he would express his whole opinion out of consideration for the feelings of the baronet	I knew	neutral	True	False	True	True
I can answer that question	He had not seen this lonely man upon the tor and could not feel the thrill which his strange presence and his commanding attitude had given to me .	neutral	True	False	True	False
I would try to keep it from you	""" I said that it was not my secret and that I could not tell it to you ."	neutral	True	False	True	False
It was on his track , and upon the convict 's , that Frankland had stumbled .	I have several times observed that he has taken pains to prevent them from being tete a tete	neutral	True	False	True	True
L. L. is	I swear to you	neutral	True	False	True	True
when he saw with his own eyes that it was really so , and that she might be taken away from him , it gave him such a shock that for a time he was responsible for what he said or did	I remain an unknown factor in the business , ready to throw in all my weight at a critical moment	neutral	True	False	True	True
I have disappointed you as an agentthat you do regret the confidence which you showed in me when you sent me down	""" Well , sir , I thought no more of the matter , and never would have done had it not been for my wife ."	neutral	True	False	True	False
I did know who you were	It was not a pure bloodhound and it was not a pure mastiff ; but it appeared to be a combination of the twogaunt , savage , and as large as a small lioness .	neutral	True	False	True	False
we have not already fathomed	""" I do not think that it is likely . """	neutral	True	False	True	False
he was doing	The story took a great hold upon the imagination of Sir Charles	neutral	True	False	True	True
they are watched	I had a message from Stapleton asking me over there	neutral	True	False	True	True
He may find his way out	But it was not the sight of her body , nor yet was it that of the body of Hugo Baskerville lying near her , which raised the hair upon the heads of these three dare devil roysterers , but it was that , standing over Hugo , and plucking at his throat , there stood a foul thing , a great , black beast , shaped like a hound , yet larger than any hound that ever mortal eye has rested upon .	neutral	True	False	True	True
They had been varnished	It is indorsed ` Mr. and Mrs. Vandeleur , ' but you will have no difficulty in recognizing him , and her also , if you know her by sight .	neutral	True	False	True	False
What all this meant I could imagine	""" What a pity we did not get the number ! """	neutral	True	False	True	False
The letter had , as I said , been burned and it was all legible .	So I reasoned with myself in the morning , and I tell you the direction of my suspicions , however much the result may have shown that they were unfounded .	neutral	True	False	True	False
the fellow may have had some other reason for thinking that all was well , but I could read his fears upon his wicked face	standing over Hugo , and plucking at his throat	neutral	True	False	True	True
I had been upon the moor	his strange presence and his commanding attitude had given to me	neutral	True	False	True	True
you and I could carry it so far	it was that , standing over Hugo , and plucking at his throat	neutral	True	False	True	True
No signs of violence were to be discovered upon Sir Charles 's person , and though the doctor 's evidence pointed to an almost incredible facial distortionso great that Dr. Mortimer refused at first to believe that it was indeed his friend and patient who lay before himit was explained that that is a symptom which is t unusual in cases of dyspea and death from cardiac exhaustion .	me to go	neutral	True	False	True	True
I have in my life seen anything more clearly	""" No , I never did . """	neutral	True	False	True	False
` ` He can object to my worldly position , so it must be myself that he has this down on .	She had a proud , finely cut face , so regular that it might have seemed impassive were it not for the sensitive mouth and the beautiful dark , eager eyes .	neutral	True	False	True	False
you will see that if there was a plot it was against you	But it was not the sight of her body , nor yet was it that of the body of Hugo Baskerville lying near her , which raised the hair upon the heads of these three dare-devil roysterers , but it was that , standing over Hugo , and plucking at his throat , there stood a foul thing , a great , black beast , shaped like a hound , yet larger than any hound that ever mortal eye has rested upon .	neutral	True	False	True	False
you said	""" There is no other claimant , I presume ? """	neutral	True	False	True	False
"` ` Then you use me , and yet do trust me ! "" I cried with some bitterness ."	I do not think that I am a coward , Watson , but that sound seemed to freeze my very blood .	neutral	True	False	True	False
There was certainly physical injury of some kind .	It may be that you are not yourself luminous , but you are a conductor of light .	neutral	True	False	True	False
you should have called me in	` I wish you simply to report facts in the fullest possible manner to me , and you can leave me to do the theorizing	neutral	True	False	True	True
There 's a man would cross it after sundown if he was paid for it	there was in him a certain wanton and cruel humour which made his name a by word through the West	neutral	True	False	True	True
There was light save in the dining room , but Holmes caught up the lamp and left corner of the house unexplored .	it was suggested that Perkins the groom should go over to sleep there	neutral	True	False	True	True
There is object in our following them	it should make my next report interesting reading	neutral	True	False	True	True
Do ask me for particulars .	I confess that I covet your skull	neutral	True	False	True	True
I had given him sign of my occupation	That was imprudent .	neutral	True	False	True	False
I could tell it to you	With the exception of Mr. Frankland , of Lafter Hall , and Mr. Stapleton , the naturalist , there are no other men of education within many miles .	neutral	True	False	True	False
has been explained	Everything was working in my favour , and I swore that it should not be through lack of energy or perseverance that I should miss the chance which fortune had thrown in my way .	neutral	True	False	True	False
"` ` No marks could show on the grass . """	""" Now , you will observe that he could not have been on the staff of the hospital , since only a man well-established in a London practice could hold such a position , and such a one would not drift into the country ."	neutral	True	False	True	False
We can carry him all the way to the Hall	It was not a brutal countenance , but it was prim , hard , and stern , with a firm-set , thin-lipped mouth , and a coldly intolerant eye .	neutral	True	False	True	False
"I can tell it . """	"One thing I swear to you , and that is that when I wrote the letter I never dreamed of any harm to the old gentleman , who had been my kindest friend . """	neutral	True	False	True	False
You do believe such nonsense as that	It filled the whole air , and yet it was impossible to say whence it came .	neutral	True	False	True	False
I can say that he did	there is no man upon earth who can prevent me from going to the home of my own people , and you may take that to be my final answer	neutral	True	False	True	True
I left Sir Henry behind without some prickings of conscience	it was not my secret	neutral	True	False	True	True
You could make a greater mistake .	We have never shaken him off .	neutral	True	False	True	False
I fear that even he has quite grasped the significance of this sentence	I have spent nearly all my time in the States and in Canada	neutral	True	False	True	True
there is reason why I should not be perfectly frank	""" No ; he lay about fifty yards from it . """	neutral	True	False	True	False
Holmes ran that night	""" He can not escape us , madam . """	neutral	True	False	True	False
The baronet 's nerves were still quivering from that cry , which recalled the dark story of his family , and he was in the mood for fresh adventures .	On the whole I incline to the latter view , since the matter was evidently important , and it is unlikely that the composer of such a letter would be careless .	neutral	True	False	True	False
I could tell whence the sound came	he passed the moor gate	neutral	True	False	True	True
` It is useless for us to pretend that we do know you , Dr. Watson	you simply to report facts in the fullest possible manner to me	neutral	True	False	True	True
I do think that I am a coward , Watson	""" There is no connection . """	neutral	True	False	True	False
"If it were for the late Sir Charles Baskerville and some other kind hearts I might have starved for all that my father cared . """	Now , all these rooms are unfurnished and unoccupied so that his expedition became more mysterious than ever .	neutral	True	False	True	False
He had understood , he said , that I was becoming attached to her , but when he saw with his own eyes that it was really so , and that she might be taken away from him , it gave him such a shock that for a time he was responsible for what he said or did .	It is incredible , impossible , that it should really be outside the ordinary laws of nature .	neutral	True	False	True	False
You must go alone	""" You say , Watson , that the lady is not there ? "" Holmes asked when I had finished my report ."	neutral	True	False	True	False
you could celebrate him without being known yourself	""" But this is nothingnothing !"	neutral	True	False	True	False
Barrymore it might possibly have been , but we had left him behind us , and I am certain that he could have followed us .	He is no one whom I have seen down here , and I have now met all the neighbours .	neutral	True	False	True	False
he struggled through the fog upon that last night	There was no light save in the dining-room , but Holmes caught up the lamp and left no corner of the house unexplored .	neutral	True	False	True	False
I had left it here or in the Shipping Office	""" Because he could not find it in print ."	neutral	True	False	True	False
I can forget the look in his eyes when he ran at me this morning	they ' ve had no sight of him yet	neutral	True	False	True	True
I know	The moon was shining bright upon the clearing , and there in the centre lay the unhappy maid where she had fallen , dead of fear and of fatigue .	neutral	True	False	True	False
I can be of service	He wanted to know the object of my inquiries , but I managed to satisfy his curiosity without telling him too much , for there is no reason why we should take anyone into our confidence .	neutral	True	False	True	False
For the moment I could proceed farther in that direction , but must turn back to that other clue which was to be sought for among the stone huts upon the moor .	""" I had not even time to put on my hat ."	neutral	True	False	True	False
"One thing I swear to you , and that is that when I wrote the letter I dreamed of some harm to the old gentleman , who had been my kindest friend . """	she is the one person in Coombe Tracey who might be of service to us in the matter	neutral	True	False	True	True
He 's in hiding , too , but he 's a convict as far as I can make out .	I wish you simply to report facts in the fullest possible manner to me	neutral	True	False	True	True
your brother to overhear what you said	So wily was he that he had not trusted himself upon foot , but he had availed himself of a cab so that he could loiter behind or dash past them and so escape their notice .	neutral	True	False	True	False
it does always run loose upon the moor	""" Yes ; I see no reason for further concealment ."	neutral	True	False	True	False
more complex case had come to him all the long series of his sensational investigations	I heard cries upon the moor	neutral	True	False	True	True
you will have difficulty in recognizing him , and her also , if you kw her by sight	For the moment I could proceed no farther in that direction , but must turn back to that other clue which was to be sought for among the stone huts upon the moor .	neutral	True	False	True	False
I can hear word of it	by prayer and repentance it may be removed	neutral	True	False	True	True
` ` I could call you in , Mr. Holmes , without disclosing these facts to the world , and I have already given my reasons for wishing to do so .	""" I do not know what to believe . """	neutral	True	False	True	False
we can employ our time better than by calling upon your acquaintance , Mrs. Laura Lyons	""" No , Watson , I fear that I could not undertake to recognize your footprint amid all the footprints of the world ."	neutral	True	False	True	False
You see , it is like some ordinary convict .	A lucky long shot of my revolver might have crippled him	neutral	True	False	True	True
` ` I had even time to put on my hat .	You can not think the wonderful secrets which it contains .	neutral	True	False	True	False
it were for the loss of the charming companionship of the boys	I 've never breathed a word about it yet to mortal man .	neutral	True	False	True	False
I have had them on	I was here	neutral	True	False	True	True
Barrymore had to carry out the food to it	he was gone	neutral	True	False	True	True
this persecution does arise from him	you saw	neutral	True	False	True	True
them know that they are watched	you perceive	neutral	True	False	True	True
you did see him	the doctor 's evidence pointed to an almost incredible facial distortionso great that Dr. Mortimer refused at first to believe that it was indeed his friend and patient who lay before him-	neutral	True	False	True	True
` I can forget the look in his eyes when he ran at me this morning , but I must allow that no man could make a more handsome apology than he has done	By the way , your instructions to me never to allow Sir Henry to go out alone will become very much more onerous if a love affair were to be added to our other difficulties .	neutral	True	False	True	False
as long as he was there we could desert him	He had not followed me himself , but he had set an agentthe boy , perhapsupon my track , and this was his report .	neutral	True	False	True	False
He had understood , he said , that I was becoming attached to her	""" There are two lines of old yew hedge , twelve feet high and impenetrable ."	neutral	True	False	True	False
that is smart	he was right in what he said	neutral	True	False	True	True
such a one would drift into the country	he has taken pains to prevent them from being tete a tete	neutral	True	False	True	True
I just do attempt to explain it	Not one word of truth has he ever told me .	neutral	True	False	True	False
I can give you the name , sir	He has been very attentive to us , and hardly a day has passed that he has not called at the Hall to see how we were getting on .	neutral	True	False	True	False
"` ` There is connection . """	none other would occupy	neutral	True	False	True	True
what we have heard is the cry of the last of the bitterns	the test was worthless	neutral	True	False	True	True
it go	I must allow that no man could make a more handsome apology than he has done	neutral	True	False	True	True
"` ` As to the latter part , I have no means of checking you , "" said I , ` ` but at least it is difficult to find out a few particulars about the man 's age and professional career . """	the police to lay their hands on him	neutral	True	False	True	True
I can say anything definite	"Watson here knows more about my methods than you do , but I fear that even he has not quite grasped the significance of this sentence . """	neutral	True	False	True	False
practical good could result from it	Surely you are not going !	neutral	True	False	True	False
It was on upon the convict 's	"But there was no getting out of it . """	neutral	True	False	True	False
I could possibly have done had I been living in the Hall	I am simply here upon a visit to my friend , Sir Henry	neutral	True	False	True	True
By thunder , if that chap can find my missing boot there will be trouble .	Sir Henry 's new servants are ready to take over the Hall	neutral	True	False	True	True
you and I could carry it so far	when he saw with his own eyes that it was really so , and that she might be taken away from him , it gave him such a shock that for a time he was not responsible for what he said or did	neutral	True	False	True	True
I had Sir John Morland for trespass because he shot in his own warren	it is essential that you should do it	neutral	True	False	True	True
I have finally made up my mind whether it is a benevolent or a malevolent agency which is in touch with us	I am sorry to intrude	neutral	True	False	True	True
the mire has them in its clutches	we might surmise	neutral	True	False	True	True
I do like it	She was glad to meet me	neutral	True	False	True	True
"If I had every confidence in your nerve and courage I would suggest it , but it is essential that you should do it . """	"A devil with merely local powers like a parish vestry would be too inconceivable a thing . """	neutral	True	False	True	False
` He can object to my worldly position	I covet your skull	neutral	True	False	True	True
we do know you , Dr. Watson	"It is my experience that it is only an amiable man in this world who receives testimonials , only an unambitious one who abandons a London career for the country , and only an absent-minded one who leaves his stick and not his visiting-card after waiting an hour in your room . """	neutral	True	False	True	False
the records which he was able to give of his ancestors were encouraging	A lucky long shot of my revolver might have crippled him , but I had brought it only to defend myself if attacked and not to shoot an unarmed man who was running away .	neutral	True	False	True	False
you have had some report within the last few days	I knew that seclusion and solitude were very necessary for my friend in those hours of intense mental concentration during which he weighed every particle of evidence , constructed alternative theories , balanced one against the other , and made up his mind as to which points were essential and which immaterial .	neutral	True	False	True	False
I had idea that you had found my occasional retreat , still less that you were inside it , until I was within twenty paces of the door	I am quite sure that I could help the police to lay their hands on him	neutral	True	False	True	True
With the exception of Mr. Frankland , of Lafter Hall , and Mr. Stapleton , the naturalist , there are other men of education within many miles	To this post a figure was tied , so swathed and muffled in the sheets which had been used to secure it that one could not for the moment tell whether it was that of a man or a woman .	neutral	True	False	True	False
It had wandered on to the moor and had come back .	Finally Stapleton turned upon his heel and beckoned in a peremptory way to his sister , who , after an irresolute glance at Sir Henry , walked off by the side of her brother .	neutral	True	False	True	False
I had interest in the matter	it 's well to go carefully when there 's a lady in the case	neutral	True	False	True	True
"Stapleton would let it go unless he had reason to think that Sir Henry would be there . """	We were both swift runners and in fairly good training	neutral	True	False	True	True
good could come of it	He would withdraw all opposition upon his part if I would promise for three months to let the matter rest and to be content with cultivating the lady 's friendship during that time without claiming her love .	neutral	True	False	True	False
one is alone	"A kind of gentleman he was , as far as he could see , but what he was doing he could not make out . """	neutral	True	False	True	False
it was a pure mastiff	it was really so , and that she might be taken away from him	neutral	True	False	True	True
you showed in me	"You tell me in the same breath that it is useless to investigate Sir Charles 's death , and that you desire me to do it . """	neutral	True	False	True	False
I had left it here or in the Shipping Office	I have been on guard in this house	neutral	True	False	True	True
it was running upon this man 's trail	I had often suffered under it , but never more so than during that long drive in the darkness .	neutral	True	False	True	False
I have lived for years with Sherlock Holmes for nothing	If he had not been her brother I should have known better how to answer him .	neutral	True	False	True	False
the Barrymores had taken us into their confidence	"If I am able to support myself it is largely due to the interest which he took in my unhappy situation . """	neutral	True	False	True	False
he is not a crazy man	it all means I can not guess	neutral	True	False	True	True
there was ring of conviction in her words	I assure you	neutral	True	False	True	True
Yet may we shelter ourselves in the infinite goodness of Providence , which would forever punish the innocent beyond that third or fourth generation which is threatened in Holy Writ .	"But now you have been kind to us , and I feel as if it would be treating you unfairly not to tell you all that I know about the matter . """	neutral	True	False	True	False
"` ` Why , you had very much time for talk , "" her brother remarked with the same questioning eyes ."	I could not imagine	neutral	True	False	True	True
me to go with him	""" I do not say now that he is not a crazy man , "" said Sir Henry ; "" I can not forget the look in his eyes when he ran at me this morning , but I must allow that no man could make a more handsome apology than he has done . """	neutral	True	False	True	False
There is alternative	""" No , no , it was a hound ."	neutral	True	False	True	False
that 's you	""" I have no doubt , sir , that we shall succeed in establishing ourselves in some business ."	neutral	True	False	True	False
` ` I do know much of British life yet , for I have spent nearly all my time in the States and in Canada .	it may appear to you	neutral	True	False	True	True
there is man upon earth who can prevent me from going to the home of my own people	even in daylight were not pleasant to hear	neutral	True	False	True	True
either my intelligence or my courage must be deficient if I could throw some further light upon these dark places	it appeared to be a combination of the twogaunt , savage , and as large as a small lioness	neutral	True	False	True	True
my mission was	""" It is not the baronetit iswhy , it is my neighbour , the convict ! """	neutral	True	False	True	False
you can come	""" I fancy old Frankland allows her a pittance , but it can not be more , for his own affairs are considerably involved ."	neutral	True	False	True	False
he 's a convict as far as I can make out	""" No , sir , this is Mr. Johnson , the coal-owner , a very active gentleman , not older than yourself . """	neutral	True	False	True	False
An investigator needs legends or rumours	I looked back at the platform when we had left it far behind and saw the tall , austere figure of Holmes standing motionless and gazing after us .	neutral	True	False	True	False
` ` No one could have kwn .	"There was no mark on any of them , as far as I know . """	neutral	True	False	True	False
"I should have iced this one , only it happened to come alone . """	I have no interest in this matter but that of your master .	neutral	True	False	True	False
us get together	Had the prosaic finding of the coroner not finally put an end to the romantic stories which have been whispered in connection with the affair , it might have been difficult to find a tenant for Baskerville Hall .	neutral	True	False	True	False
there was getting out of it	we have to prove all this	neutral	True	False	True	True
I can always give reasons for what I say or do	"If you have heard anything of my unhappy history you will know that I made a rash marriage and had reason to regret it . """	neutral	True	False	True	False
` ` He would do anything so mad , sir .	""" No , Watson , I fear that I could not undertake to recognize your footprint amid all the footprints of the world ."	neutral	True	False	True	False
a warning is for your own good	I did not know about a projected divorce between herself and her husband .	neutral	True	False	True	False
I saw a Devonshire man who did not swear by his county	"I did not know that you found time for such things . """	neutral	True	False	True	False
"There was mark on some of them , as far as I kw . """	"I fear that unless you can give me some more definite information than this it would be impossible to get him to move . """	neutral	True	False	True	False
I will speak about it just now	We had arranged no plan of campaign , but the baronet is a man to whom the most direct way is always the most natural .	neutral	True	False	True	False
you have worn them	Surely the explanation of all this could not be as innocent as she would have me believe .	neutral	True	False	True	False
it led to his tragic end	Now and then we passed a moorland cottage , walled and roofed with stone , with no creeper to break its harsh outline .	neutral	True	False	True	False
one could allow her to go hopelessly to the bad	it has always boded ill to somebody	neutral	True	False	True	True
I must allow that man could make a more handsome apology than he has done	Yet I am certain that he does not wish their intimacy to ripen into love , and I have several times observed that he has taken pains to prevent them from being tete-a-tete .	neutral	True	False	True	False
one can say so more confidently than I	I will say nothing to add to his anxieties , but I will take my own steps to attain my own end .	neutral	True	False	True	False
"` ` Would it be well in the first place to get rid of this Barrymore couple ? """	But surely such an explanation as that would be quite inadequate to account for the deep and subtle scheming which seemed to be weaving an invisible net round the young baronet .	neutral	True	False	True	False
you will have difficulty in recognizing him , and her also , if you know her by sight	I do not wonder that my uncle got a little jumpy if he lived all alone in such a house as this .	neutral	True	False	True	False
Sir Henry has superstitious fears in the matter	""" I can not say anything definite , for I do not know anything definite . """	neutral	True	False	True	False
I speak now as a medical man	I remarked the change in the shape of the prints after that point	neutral	True	False	True	True
more complex case had come to him in all the long series of his sensational investigations	that is a symptom which is not unusual in cases of dyspnoea and death from cardiac exhaustion	neutral	True	False	True	True
he struggled through the fog upon that last night	Prehistoric man lived thickly on the moor , and as no one in particular has lived there since , we find all his little arrangements exactly as he left them .	neutral	True	False	True	False
I have interest in this matter	We tore away his collar	neutral	True	False	True	True
I followed the footsteps down the yew alley , I saw the spot at the moor gate where he seemed to have waited , I remarked the change in the shape of the prints after that point , I ed that there were no other footsteps save those of Barrymore on the soft gravel , and finally I carefully examined the body , which had been touched until my arrival .	Sherlock Holmes struck his hand against his knee with an impatient gesture .	neutral	True	False	True	False
first I saw the light flashing upon the lens	became more angry as the other refused to accept them	neutral	True	False	True	True
"If I had sworn to go about alone I might have had a more lively evening , for I had a message from Stapleton asking me over there . """	no practical good could result from it	neutral	True	False	True	True
Well , I could be sure of that	"Please forget the words I said , which have no application whatever to you . """	neutral	True	False	True	False
He had followed me himself	He referred to her again and again on our walk home , and since then hardly a day has passed that we have not seen something of the brother and sister .	neutral	True	False	True	False
you were inside it	you should do it	neutral	True	False	True	True
His gray clothes and jerky , zigzag , irregular progress made him unlike some huge moth himself .	I suppose	neutral	True	False	True	True
No signs of violence were to be discovered upon Sir Charles 's person , and though the doctor 's evidence pointed to an almost incredible facial distortionso great that Dr. Mortimer refused at first to believe that it was indeed his friend and patient who lay before himit was explained that that is a symptom which is unusual in cases of dyspnoea and death from cardiac exhaustion .	A fortnight has passed since his flight , during which he has not been seen and nothing has been heard of him .	neutral	True	False	True	False
I was in hurry to leave it	We heard the hound on the moor , so I can swear that it is not all empty superstition .	neutral	True	False	True	False
creeper to break its harsh outline	""" I do not know much about the tariff and things of that kind , "" said he , "" but it seems to me we 've got a bit off the trail so far as that note is concerned . """	neutral	True	False	True	False
one else saw it	""" No , no , the yew alley is on the other side . """	neutral	True	False	True	False
It 's wonder my uncle felt as if trouble were coming on him in such a place as this	"I presume that it is Mr. Sherlock Holmes whom I am addressing and not"""	neutral	True	False	True	False
The fact is longer a secret	""" You never tire of the moor ."	neutral	True	False	True	False
my uncle felt as if trouble were coming on him in such a place as this	I must admit that his words gave me keen pleasure , for I had often been piqued by his indifference to my admiration and to the attempts which I had made to give publicity to his methods	neutral	True	False	True	True
One Murphy , a gipsy horse dealer , was on the moor at great distance at the time , but he appears by his own confession to have been the worse for drink .	I have no doubt that my friend 's explanation will cover the facts .	neutral	True	False	True	False
I thought of taking it seriously before	ever the brute overtook him	neutral	True	False	True	True
I did mean my husband	it must be myself that he has this down on	neutral	True	False	True	True
We did drive up to the door	No , no , he 's gone by this time !	neutral	True	False	True	False
I see connection	he was there	neutral	True	False	True	True
