sent_1	sent_2	label	case	cue	common_cue	lexical_overlap	method	negated_scope	negation_scope
"""This is a map of the Colony of Victoria,"" he said."	"""I wired to Bristol for it last night."""					False	sherlock		False
‘The ceremony, which was performed at St. George’s, Hanover Square, was a very quiet one, no one being present save the father of the bride, Mr. Aloysius Doran, the Duchess of Balmoral, Lord Backwater, Lord Eustace and Lady Clara St. Simon (the younger brother and sister of the bridegroom), and Lady Alicia Whittington.	The whole party proceeded afterwards to the house of Mr. Aloysius Doran, at Lancaster Gate, where breakfast had been prepared.					False	sherlock		False
"Irene Adler, as I will still call her, had hurried up the steps; but she stood at the top with her superb figure outlined against the lights of the hall, looking back into the street. """	"Is the poor gentleman much hurt?"" she asked."					False	sherlock		False
"""It was most suggestive,"" said Holmes."	"""It has long been an axiom of mine that the little things are infinitely the most important."					False	sherlock		False
On following him they found the dead body stretched out upon the grass beside the pool.	The head had been beaten in by repeated blows of some heavy and blunt weapon.					False	sherlock		False
Down the centre of Baker Street it had been ploughed into a brown crumbly band by the traffic, but at either side and on the heaped-up edges of the footpaths it still lay as white as when it fell.	The grey pavement had been cleaned and scraped, but was still dangerously slippery, so that there were fewer passengers than usual.					False	sherlock		False
"""We shall soon set matters right, I have no doubt."	"You have come in by train this morning, I see."""					False	sherlock		False
We cannot spare time even to discuss what you have told me.	"You must get home instantly and act."""					False	sherlock		False
"""It is fortunate, for you will perhaps be able to post me up."	I read nothing except the criminal news and the agony column.					False	sherlock		False
Mr. St. Clair is now thirty-seven years of age, is a man of temperate habits, a good husband, a very affectionate father, and a man who is popular with all who know him.	I may add that his whole debts at the present moment, as far as we have been able to ascertain, amount to £ 88 10_s_., while he has £ 220 standing to his credit in the Capital and Counties Bank.					False	sherlock		False
You will find an extra tumbler upon the sideboard, and there are cigars in the box.	""" The official detective was attired in a pea-jacket and cravat, which gave him a decidedly nautical appearance, and he carried a black canvas bag in his hand."					False	sherlock		False
I could, of course, borrow so trifling a sum ten times over from my friends, but I much prefer to make it a matter of business and to carry out that business myself.	"In my position you can readily understand that it is unwise to place one’s self under obligations.’ """					False	sherlock		False
"""I had a friend once called Maudsley, who went to the bad, and has just been serving his time in Pentonville."	One day he had met me, and fell into talk about the ways of thieves, and how they could get rid of what they stole.					False	sherlock		False
As he said, what interest could anyone have in bringing me to the doors of the church, and then leaving me?	Now, if he had borrowed my money, or if he had married me and got my money settled on him, there might be some reason, but Hosmer was very independent about money and never would look at a shilling of mine.					False	sherlock		False
This fellow Merryweather is a bank director, and personally interested in the matter.	I thought it as well to have Jones with us also.					False	sherlock		False
"That he should come to me for help, and that I should send him away to his death—!"""	He sprang from his chair and paced about the room in uncontrollable agitation, with a flush upon his sallow cheeks and a nervous clasping and unclasping of his long thin hands.					False	sherlock		False
"""On the contrary, Watson, you can see everything."	You fail, however, to reason from what you see.					False	sherlock		False
My attention was speedily drawn, as I have already remarked to you, to this ventilator, and to the bell-rope which hung down to the bed.	The discovery that this was a dummy, and that the bed was clamped to the floor, instantly gave rise to the suspicion that the rope was there as a bridge for something passing through the hole and coming to the bed.					False	sherlock		False
The smarting of it recalled in an instant all the particulars of my night’s adventure, and I sprang to my feet with the feeling that I might hardly yet be safe from my pursuers.	But to my astonishment, when I came to look round me, neither house nor garden were to be seen.					False	sherlock		False
what have you to do with it?	"Did I buy the geese off you?"""					False	sherlock		False
I tried to put on as unconcerned an air as possible, but I had not forgotten the warnings of the lady, even though I disregarded them, and I kept a keen eye upon my two companions.	"Ferguson appeared to be a morose and silent man, but I could see from the little that he said that he was at least a fellow-countryman. """					False	sherlock		False
For all the preposterous hat and the vacuous face, there was something noble in the simple faith of our visitor which compelled our respect.	She laid her little bundle of papers upon the table and went her way, with a promise to come again whenever she might be summoned.					False	sherlock		False
Its splendour was in such contrast to his homely ways and simple life that I could not help commenting upon it.	"""Ah,"" said he, ""I forgot that I had not seen you for some weeks."					False	sherlock		False
"It may have been taken from him."""	"""No, no; it is, it is his very own writing!"""					False	sherlock		False
During that time I have lived happily at Horsham, and I had begun to hope that this curse had passed away from the family, and that it had ended with the last generation.	I had begun to take comfort too soon, however; yesterday morning the blow fell in the very shape in which it had come upon my father.					False	sherlock		False
You have made your statement very clearly.	You will leave the papers here, and remember the advice which I have given you.					False	sherlock		False
"""One day—it was in March, 1883—a letter with a foreign stamp lay upon the table in front of the colonel’s plate."	It was not a common thing for him to receive letters, for his bills were all paid in ready money, and he had no friends of any sort. ‘					False	sherlock		False
"Mr. Sherlock Holmes, I believe?"" said she."	"""I am Mr. Holmes,"" answered my companion, looking at her with a questioning and rather startled gaze. """					False	sherlock		False
"""It would cease to be a danger if we could define it,"" said he."	"""But at any time, day or night, a telegram would bring me down to your help."""					False	sherlock		False
I could not live there longer without some advice.	I was frightened of the house, of the man, of the woman, of the servants, even of the child.					False	sherlock		False
It drove me mad to think that I and all that I held most dear should be in the power of such a man as this.	Could I not snap the bond?					False	sherlock		False
Even when she was just a baby her wee hand seemed to lead me down the right path as nothing else had ever done.	In a word, I turned over a new leaf and did my best to make up for the past.					False	sherlock		False
He was not a popular man, being somewhat cold and forbidding in his manners, but he had, as far as I know, no active enemies.	I know nothing further of the matter.’					False	sherlock		False
"I was keenly on my guard against him. """	‘I was foolish enough to go into the empty wing,’ I answered.					False	sherlock		False
I think that we may gain that by means of the law; but we have our web to weave, while theirs is already woven.	The first consideration is to remove the pressing danger which threatens you.					False	sherlock		False
Perhaps it was thoughtless of me to say so.	"It is to that remark that she refers in this note: """					False	sherlock		False
"""You have already imperilled the whole success of our expedition."	"Might I beg that you would have the goodness to sit down upon one of those boxes, and not to interfere?"""					False	sherlock		False
One is that the murdered man had an appointment with someone at the pool, and that the someone could not have been his son, for his son was away, and he did not know when he would return.	The second is that the murdered man was heard to cry ‘Cooee!’					False	sherlock		False
I am not a very heavy sleeper, and the anxiety in my mind tended, no doubt, to make me even less so than usual.	About two in the morning, then, I was awakened by some sound in the house.					False	sherlock		False
"""As she spoke a light sprang into view at the further end of the passage, and I saw the lean figure of Colonel Lysander Stark rushing forward with a lantern in one hand and a weapon like a butcher’s cleaver in the other."	I rushed across the bedroom, flung open the window, and looked out.					False	sherlock		False
"""But the reason is very obvious."	The pressure of public opinion can do in the town what the law cannot accomplish.					False	sherlock		False
"Yet I would rather die under my own roof than in a gaol."""	"Holmes rose and sat down at the table with his pen in his hand and a bundle of paper before him. """					False	sherlock		False
"""Oh, indeed!"" said my friend, blowing blue rings into the air."	"""You dragged them from the Serpentine?"""					False	sherlock		False
But that is a mere detail.	I have taken you fully into my confidence now, Mr. Hatherley, and I have shown you how I trust you.’					False	sherlock		False
"""Oh, you must not discourage me, Mr. Holmes."	I know that all is well with him.					False	sherlock		False
Sherlock Holmes was transformed when he was hot upon such a scent as this.	Men who had only known the quiet thinker and logician of Baker Street would have failed to recognise him.					False	sherlock		False
"‘Surely it would be better to take no notice.’ """	‘No, no, we should have him loitering here always.					False	sherlock		False
"""You have been cruelly used,"" said Holmes."	The lady coloured deeply and covered over her injured wrist.					False	sherlock		False
‘I shall drive out in the park at five as usual,’	she said as she left him.					False	sherlock		False
A fortnight went by, during which I frequently found my thoughts turning in her direction and wondering what strange side-alley of human experience this lonely woman had strayed into.	The unusual salary, the curious conditions, the light duties, all pointed to something abnormal, though whether a fad or a plot, or whether the man were a philanthropist or a villain, it was quite beyond my powers to determine.					False	sherlock		False
"The man married a woman very much older than himself for her money,"" said he, ""and he enjoyed the use of the money of the daughter as long as she lived with them."	It was a considerable sum, for people in their position, and the loss of it would have made a serious difference.					False	sherlock		False
""" Holmes suddenly bent his strength upon it, but without result."	"""I feel it give a little,"" said he; """					False	sherlock		False
My father was a schoolmaster in Chesterfield, where I received an excellent education.	I travelled in my youth, took to the stage, and finally became a reporter on an evening paper in London.					False	sherlock		False
Colonel Lysander Stark had said that it was only seven miles, but I should think, from the rate that we seemed to go, and from the time that we took, that it must have been nearer twelve.	He sat at my side in silence all the time, and I was aware, more than once when I glanced in his direction, that he was looking at me with great intensity.					False	sherlock		False
"""They often vanish before the ceremony, and occasionally during the honeymoon; but I cannot call to mind anything quite so prompt as this."	"Pray let me have the details."""					False	sherlock		False
Well, we shall see if the inside throws any light upon the matter.	""" A small side door led into the whitewashed corridor from which the three bedrooms opened."					False	sherlock		False
And now as to the villains who seemed to be immediately implicated in the matter.	The Lascar was known to be a man of the vilest antecedents, but as, by Mrs. St. Clair’s story, he was known to have been at the foot of the stair within a very few seconds of her husband’s appearance at the window, he could hardly have been more than an accessory to the crime.					False	sherlock		False
Holmes unlocked his strong-box and held up the blue carbuncle, which shone out like a star, with a cold, brilliant, many-pointed radiance.	Ryder stood glaring with a drawn face, uncertain whether to claim or to disown it.					False	sherlock		False
Convinced that something was amiss with him, she rushed down the steps—for the house was none other than the opium den in which you found me to-night—and running through the front room she attempted to ascend the stairs which led to the first floor.	At the foot of the stairs, however, she met this Lascar scoundrel of whom I have spoken, who thrust her back and, aided by a Dane, who acts as assistant there, pushed her out into the street.					False	sherlock		False
"With your permission, Mr. Holder, I shall now continue my investigations outside."""	He went alone, at his own request, for he explained that any unnecessary footmarks might make his task more difficult.					False	sherlock		False
They appear to have avoided the society of the neighbouring English families and to have led retired lives, though both the McCarthys were fond of sport and were frequently seen at the race-meetings of the neighbourhood.	McCarthy kept two servants—a man and a girl.					False	sherlock		False
He found, as so many more have done, that the practice is easier to attain than to get rid of, and for many years he continued to be a slave to the drug, an object of mingled horror and pity to his friends and relatives.	I can see him now, with yellow, pasty face, drooping lids, and pin-point pupils, all huddled in a chair, the wreck and ruin of a noble man.					False	sherlock		False
"I heard that, and I came down."""	"""You shut up the windows and doors the night before."					False	sherlock		False
I can never bring you to realise the importance of sleeves, the suggestiveness of thumb-nails, or the great issues that may hang from a boot-lace.	Now, what did you gather from that woman’s appearance?					False	sherlock		False
‘It is absolutely essential to me,’ said he, ‘that I should have £ 50,000 at once.	I could, of course, borrow so trifling a sum ten times over from my friends, but I much prefer to make it a matter of business and to carry out that business myself.					False	sherlock		False
"""The case is as plain as a pikestaff, and the more one goes into it the plainer it becomes."	Still, of course, one can’t refuse a lady, and such a very positive one, too.					False	sherlock		False
I am a widower and have an only son, Arthur.	He has been a disappointment to me, Mr. Holmes—a grievous disappointment.					False	sherlock		False
Then he turned down the lamp, and we were left in darkness.	How shall I ever forget that dreadful vigil?					False	sherlock		False
"It ran in this way: ""Mr. James McCarthy, the only son of the deceased, was then called and gave evidence as follows: ‘I had been away from home for three days at Bristol, and had only just returned upon the morning of last Monday, the 3rd."	My father was absent from home at the time of my arrival, and I was informed by the maid that he had driven over to Ross with John Cobb, the groom.					False	sherlock		False
Her features and figure were those of a woman of thirty, but her hair was shot with premature grey, and her expression was weary and haggard.	Sherlock Holmes ran her over with one of his quick, all-comprehensive glances.					False	sherlock		False
"But it is very essential to me that the money should be paid at once.’ """	‘I should be happy to advance it without further parley from my own private purse,’ said I, ‘were it not that the strain would be rather more than it could bear.					False	sherlock		False
"""Then, for God’s sake, what was this dark business which was acted in my house last night?"""	"""If you can call upon me at my Baker Street rooms to-morrow morning between nine and ten"					False	sherlock		False
I hurried to him, but he passed away without having ever recovered his consciousness.	He had, as it appears, been returning from Fareham in the twilight, and as the country was unknown to him, and the chalk-pit unfenced, the jury had no hesitation in bringing in a verdict of ‘death from accidental causes.’					False	sherlock		False
"But I shall return by the twelve o’clock train, so as to be there in time for your coming."""	"""And you may expect us early in the afternoon."					False	sherlock		False
For two days after my arrival at the Copper Beeches	"my life was very quiet; on the third, Mrs. Rucastle came down just after breakfast and whispered something to her husband. """					False	sherlock		False
""" I asked, for his manner suggested that it was some strange creature which he had caged up in my room."	"""It’s a new patient,"" he whispered."					False	sherlock		False
Gone was the coarse brown tint!	Gone, too, was the horrid scar which had seamed it across, and the twisted lip which had given the repulsive sneer to the face!					False	sherlock		False
"Just tell us the truth,"" he said."	"""I shall jot down the facts."					False	sherlock		False
"For you, Mr. Merryweather, the stake will be some £ 30,000; and for you, Jones, it will be the man upon whom you wish to lay your hands."""	"""John Clay, the murderer, thief, smasher, and forger."					False	sherlock		False
"""That is the reward, and I have reason to know that there are sentimental considerations in the background which would induce the Countess to part with half her fortune if she could but recover the gem."""	"""It was lost, if I remember aright, at the Hotel Cosmopolitan,"" I remarked. """					False	sherlock		False
If you will keep the two corner seats I shall get the tickets.	""" We had the carriage to ourselves save for an immense litter of papers which Holmes had brought with him."					False	sherlock		False
This went on day after day, Mr. Holmes, and on Saturday the manager came in and planked down four golden sovereigns for my week’s work.	It was the same next week, and the same the week after.					False	sherlock		False
You may then walk to the end of the street, and I will rejoin you in ten minutes.	"I hope that I have made myself clear?"""					False	sherlock		False
"Now, Mr. Holder,"" said Holmes, ""here is the corner which corresponds to that which has been so unfortunately lost."	"Might I beg that you will break it off."""					False	sherlock		False
One morning, at a little before seven o’clock, I was awakened by the maid tapping at the door to announce that two men had come from Paddington and were waiting in the consulting-room.	I dressed hurriedly, for I knew by experience that railway cases were seldom trivial, and hastened downstairs.					False	sherlock		False
‘I quite follow you,’ said I. ‘The only point which I could not quite understand	"was what use you could make of a hydraulic press in excavating fuller’s-earth, which, as I understand, is dug out like gravel from a pit.’ """					False	sherlock		False
There was the point from which all my adventures started.	It was only by trying begging as an amateur that I could get the facts upon which to base my articles.					False	sherlock		False
What do you deduce from it?	""" I carefully examined the writing, and the paper upon which it was written."					False	sherlock		False
"A groan of disappointment came up from below, and the folk all trooped away in different directions until there was not a red-head to be seen except my own and that of the manager. """	‘My name,’ said he, ‘is Mr. Duncan Ross, and I am myself one of the pensioners upon the fund left by our noble benefactor.					False	sherlock		False
"I cannot possibly leave until I have seen the machine.’ """	‘It is not worth your while to wait,’ she went on.					False	sherlock		False
And yet there was but one woman to him, and that woman was the late Irene Adler, of dubious and questionable memory.	I had seen little of Holmes lately.					False	sherlock		False
"‘But,’ said I, ‘there would be millions of red-headed men who would apply.’ """	‘Not so many as you might think,’ he answered.					False	sherlock		False
I had brought a pack of cards in my pocket, and I thought that, as we were a _partie carrée_, you might have your rubber after all.	But I see that the enemy’s preparations have gone so far that we cannot risk the presence of a light.					False	sherlock		False
"""What is the young man’s own account of the matter?"""	"""It is, I am afraid, not very encouraging to his supporters, though there are one or two points in it which are suggestive."					False	sherlock		False
On the very day that I saw him last he cut himself in the bedroom, and yet I in the dining-room rushed upstairs instantly with the utmost certainty that something had happened.	"Do you think that I would respond to such a trifle and yet be ignorant of his death?"""					False	sherlock		False
You are yourself aware that you will soon have to answer for your deed at a higher court than the Assizes.	I will keep your confession, and if McCarthy is condemned I shall be forced to use it.					False	sherlock		False
Unless they are quite new, no two of them write exactly alike.	Some letters get more worn than others, and some wear only on one side.					False	sherlock		False
Here is where the party with the lodge-keeper came, and they have covered all tracks for six or eight feet round the body.	"But here are three separate tracks of the same feet."""					False	sherlock		False
It only remains, therefore, to discover what is wanted by this German who writes upon Bohemian paper and prefers wearing a mask to showing his face.	And here he comes, if I am not mistaken, to resolve all our doubts.					False	sherlock		False
"""There is but one thing to do."	It must be done at once.					False	sherlock		False
On returning, he found that Horner had disappeared, that the bureau had been forced open, and that the small morocco casket in which, as it afterwards transpired, the Countess was accustomed to keep her jewel, was lying empty upon the dressing-table.	Ryder instantly gave the alarm, and Horner was arrested the same evening; but the stone could not be found either upon his person or in his rooms.					False	sherlock		False
If it had been written straight off, and then blotted, none would be of a deep black shade.	This man has written the name, and there has then been a pause before he wrote the address, which can only mean that he was not familiar with it.					False	sherlock		False
"It was dated from Montague Place upon the preceding evening, and ran thus: ""DEAR MR."	HOLMES,—I am very anxious to consult you as to whether I should or should not accept a situation which has been offered to me as governess.					False	sherlock		False
Then he closed the locket and handed it back to Lord St. Simon.	"""The young lady came to London, then, and you renewed your acquaintance?"""					False	sherlock		False
"so, too, thinks my little Mary, who has a woman’s quick insight into character. """	And now there is only she to be described.					False	sherlock		False
and ‘What will you take for the geese?’	"One would think they were the only geese in the world, to hear the fuss that is made over them."""					False	sherlock		False
He shot one of his suspicious looks at me.	‘Perhaps we had better proceed to business, then,’ said he.					False	sherlock		False
Besides, we must be prompt, for this marriage may mean a complete change in her life and habits.	I must wire to the King without delay.					False	sherlock		False
Just ring the bell and the maid will bring up your coffee.	""" As I waited, I lifted the unopened newspaper from the table and glanced my eye over it."					False	sherlock		False
I thought of the agonies I had gone through in coming from the hotel.	I might at any moment be seized and searched, and there would be the stone in my waistcoat pocket.					False	sherlock		False
As I gave a last hurried glance around, I saw a thin line of yellow light between two of the boards, which broadened and broadened as a small panel was pushed backward.	For an instant I could hardly believe that here was indeed a door which led away from death.					False	sherlock		False
A few yards off he stopped under a lamp-post and laughed in the hearty, noiseless fashion which was peculiar to him.	"""When you see a man with whiskers of that cut and the ‘Pink ’un’ protruding out of his pocket, you can always draw him by a bet,"" said he."					False	sherlock		False
And then, realising the dreadful position in which I was placed, I implored him to remember that not only my honour but that of one who was far greater than I was at stake; and that he threatened to raise a scandal which would convulse the nation.	"He might avert it all if he would but tell me what he had done with the three missing stones. """					False	sherlock		False
He was in a pitiable state of reaction, with every nerve in a twitter.	"""I say, Watson, what o’clock is it?"""					False	sherlock		False
"""Do you not find,"" he said, ""that with your short sight it is a little trying to do so much typewriting?"""	"""I did at first,"" she answered, ""but now I know where the letters are without looking."""					False	sherlock		False
I do not mean that any beggar in the streets of London could earn £ 700 a year—which is less than my average takings—but I had exceptional advantages in my power of making up, and also in a facility of repartee, which improved by practice and made me quite a recognised character in the City.	All day a stream of pennies, varied by silver, poured in upon me, and it was a very bad day in which I failed to take £ 2.					False	sherlock		False
"By an examination of the ground I gained the trifling details which I gave to that imbecile Lestrade, as to the personality of the criminal."""	"""But how did you gain them?"""					False	sherlock		False
Of course he must recall the snake before the morning light revealed it to the victim.	He had trained it, probably by the use of the milk which we saw, to return to him when summoned.					False	sherlock		False
Making our way among the trees, we reached the lawn, crossed it, and were about to enter through the window when out from a clump of laurel bushes there darted what seemed to be a hideous and distorted child, who threw itself upon the grass with writhing limbs and then ran swiftly across the lawn into the darkness.	"""My God!"" I whispered; ""did you see it?"" Holmes was for the moment as startled as I."					False	sherlock		False
We waited, all curiosity, until with another effort he braced himself to tell his story.	"""I feel that time is of value,"" said he; ""that is why I hastened here when the police inspector suggested that I should secure your co-operation."					False	sherlock		False
"was at its very highest at the moment of the tragedy. """	And now as to the villains who seemed to be immediately implicated in the matter.					False	sherlock		False
The man who entered was young, some two-and-twenty at the outside, well-groomed and trimly clad, with something of refinement and delicacy in his bearing.	The streaming umbrella which he held in his hand, and his long shining waterproof told of the fierce weather through which he had come.					False	sherlock		False
Now, on the other side of this narrow wing runs the corridor from which these three rooms open.	"There are windows in it, of course?"""					False	sherlock		False
I did not wonder at Lestrade’s opinion, and yet I had so much faith in Sherlock Holmes’ insight that I could not lose hope as long as every fresh fact seemed to strengthen his conviction of young McCarthy’s innocence.	It was late before Sherlock Holmes returned.					False	sherlock		False
I have a caseful of cigarettes here which need smoking, and the sofa is very much superior to the usual country hotel abomination.	"I do not think that it is probable that I shall use the carriage to-night."""					False	sherlock		False
"Is it not possible that his wife is a lunatic, that he desires to keep the matter quiet for fear she should be taken to an asylum, and that he humours her fancies in every way in order to prevent an outbreak?"""	"""That is a possible solution—in fact, as matters stand, it is the most probable one."					False	sherlock		False
The police have openly confessed that they can at present make nothing of it.	You may go to any expense which you think necessary.					False	sherlock		False
There is something distinctly novel about some of the features.	"If you should find yourself in doubt or in danger—"" ""Danger!"					False	sherlock		False
It is, as he said, beautifully situated, but it is not beautiful in itself, for it is a large square block of a house, whitewashed, but all stained and streaked with damp and bad weather.	There are grounds round it, woods on three sides, and on the fourth a field which slopes down to the Southampton highroad, which curves past about a hundred yards from the front door.					False	sherlock		False
No wind, and not a cloud in the sky.	I have a caseful of cigarettes here which need smoking, and the sofa is very much superior to the usual country hotel abomination.					False	sherlock		False
"‘You cannot say what it was?’ """	"‘No, I had a feeling something was there.’ """					False	sherlock		False
Holmes had been buried in the morning	papers all the way down, but after we had passed the Hampshire border he threw them down and began to admire the scenery.					False	sherlock		False
"He was still smiling in the most amiable manner. """	"‘I am sure if I had known—’ """					False	sherlock		False
I have already offered a reward of £ 1000.	My God, what shall I do!					False	sherlock		False
, that was all I knew, but whether north, south, east, or west I had no idea.	For that matter, Reading, and possibly other large towns, were within that radius, so the place might not be so secluded, after all.					False	sherlock		False
Sherlock Holmes had been leaning back in his chair with his eyes closed and his head sunk in a cushion, but he half opened his lids now and glanced across at his visitor.	"""Pray be precise as to details,"" said he."					False	sherlock		False
There were no signs of violence upon any of these garments, and there were no other traces of Mr. Neville St. Clair.	Out of the window he must apparently have gone for no other exit could be discovered, and the ominous bloodstains upon the sill gave little promise that he could save himself by swimming, for the tide					False	sherlock		False
"When I had listened to all they had to tell, I began to walk up and down near Briony Lodge once more, and to think over my plan of campaign. """	This Godfrey Norton was evidently an important factor in the matter.					False	sherlock		False
But we have to be careful, for we have twice been deceived by wigs and once by paint.	I could tell you tales of cobbler’s wax which would disgust you with human nature.’					False	sherlock		False
"This observation of his had the natural effect of removing any traces of doubt which might have remained in the minds of the coroner’s jury."""	"""It was a confession,"" I ejaculated."					False	sherlock		False
, he was convinced from your laughter, whenever he saw you, and afterwards from your gesture, that Miss Rucastle was perfectly happy, and that she no longer desired his attentions.	The dog is let loose at night to prevent him from endeavouring to communicate with her.					False	sherlock		False
"""I trust that we are not too late,"" said he."	"""I think, Miss Hunter, that we had better go in without you."					False	sherlock		False
The puny plot of the story was so thin, however, when compared to the deep mystery through which we were groping, and I found my attention wander so continually from the action to the fact, that I at last flung it across the room and gave myself up entirely to a consideration of the events of the day.	Supposing that this unhappy young man’s story were absolutely true, then what hellish thing, what absolutely unforeseen and extraordinary calamity could have occurred between the time when he parted from his father, and the moment when, drawn back by his screams, he rushed into the glade?					False	sherlock		False
"""A certain selection and discretion must be used in producing a realistic effect,"" remarked Holmes."	"""This is wanting in the police report, where more stress is laid, perhaps, upon the platitudes of the magistrate than upon the details, which to an observer contain the vital essence of the whole matter."					False	sherlock		False
It seems absurdly simple, and yet, somehow I can get nothing to go upon.	There’s plenty of thread, no doubt,					False	sherlock		False
By degrees he made friends in the neighbourhood, and in 1887 he married the daughter of a local brewer, by whom he now has two children.	He had no occupation, but was interested in several companies and went into town as a rule in the morning, returning by the 5:14 from Cannon Street every night.					False	sherlock		False
By it he laid the box of matches and the stump of a candle.	Then he turned down the lamp, and we were left in darkness.					False	sherlock		False
Shortly after our return to England my mother died—she was killed eight years ago in a railway accident near Crewe.	Dr. Roylott then abandoned his attempts to establish himself in practice in London and took us to live with him in the old ancestral house at Stoke Moran.					False	sherlock		False
Suddenly a door opened at the other end of the passage, and a long, golden bar of light shot out in our direction.	It grew broader, and a woman appeared with a lamp in her hand, which she held above her head, pushing her face forward and peering at us.					False	sherlock		False
"""I knew your energetic nature, and that you would not be happy until you had been on the scene of the crime."""	"""It was very nice and complimentary of you,"" Holmes answered."					False	sherlock		False
"she had come, he walked towards me again with the lamp in his hand. """	‘Perhaps you will have the kindness to wait in this room for a few minutes,’ said he, throwing open another door.					False	sherlock		False
I soon managed to get the address of the receiver who had them, on promising him that there would be no prosecution.	Off I set to him, and after much chaffering I got our stones at £ 1000 apiece.					False	sherlock		False
"""And how in the world did you find them?"""	"""It might have been difficult, but friend Lestrade held information in his hands the value of which he did not himself know."					False	sherlock		False
"""In short, that she had become suddenly deranged?"""	"""Well, really, when I consider that she has turned her back—I will not say upon me, but upon so much that many have aspired to without success—I can hardly explain it in any other fashion."""					False	sherlock		False
, I took a good look at the man and endeavoured, after the fashion of my companion, to read the indications which might be presented by his dress or appearance.	I did not gain very much, however, by my inspection.					False	sherlock		False
"With your permission, Miss Stoner, we shall now carry our researches into the inner apartment."""	Dr. Grimesby Roylott’s chamber was larger than that of his step-daughter, but was as plainly furnished.					False	sherlock		False
It hadn’t pulled up before she shot out of the hall door and into it.	"I only caught a glimpse of her at the moment, but she was a lovely woman, with a face that a man might die for. """					False	sherlock		False
But ‘Cooee’ is a distinctly Australian cry, and one which is used between Australians.	"There is a strong presumption that the person whom McCarthy expected to meet him at Boscombe Pool was someone who had been in Australia."""					False	sherlock		False
"""There is a well-known agency for governesses in the West End called Westaway"	’s, and there I used to call about once a week in order to see whether anything had turned up which might suit me.					False	sherlock		False
And, indeed, I could not wonder that such a man as Sir George Burnwell should gain an influence over him, for he has frequently brought him to my house, and I have found myself that I could hardly resist the fascination of his manner.	He is older than Arthur, a man of the world to his finger-tips, one who had been everywhere, seen everything, a brilliant talker, and a man of great personal beauty.					False	sherlock		False
"""The matter is too serious for any hesitation."	"Your life may depend upon your compliance."""					False	sherlock		False
"""He can’t lie in the street."	"May we bring him in, marm?"""					False	sherlock		False
"I was determined that the law should have its way in everything. """	‘At least,’ said he, ‘you will not have me arrested at once.					False	sherlock		False
It is a very sweet little problem, and I would not have missed it for a good deal.	However, I must not sit gossiping here, but must get these disreputable clothes off and return to my highly respectable self.					False	sherlock		False
"""Stolen, then."" ""Five attempts have been made."	Twice burglars in my pay ransacked her house.					False	sherlock		False
Mr. Rucastle seemed to be a very kind, good-natured man.	"Is it not possible that his wife is a lunatic, that he desires to keep the matter quiet for fear she should be taken to an asylum, and that he humours her fancies in every way in order to prevent an outbreak?"""					False	sherlock		False
"""Pray do, sir, if it may help to clear this horrible affair up."""	"""You heard nothing yourself last night?"""					False	sherlock		False
She was there in an instant, and I caught a glimpse of it as she half drew it out.	When I cried out that it was a false alarm, she replaced it, glanced at the rocket, rushed from the room, and I have not seen her since.					False	sherlock		False
These articles, with two small wicker-work chairs, made up all the furniture in the room save for a square of Wilton carpet in the centre.	The boards round and the panelling of the walls were of brown, worm-eaten oak, so old and discoloured that it may have dated from the original building of the house.					False	sherlock		False
It grew broader, and a woman appeared with a lamp in her hand, which she held above her head, pushing her face forward and peering at us.	I could see that she was pretty, and from the gloss with which the light shone upon her dark dress I knew that it was a rich material.					False	sherlock		False
He carried a broad-brimmed hat in his hand, while he wore across the upper part of his face, extending down past the cheekbones, a black vizard mask, which he had apparently adjusted that very moment, for his hand was still raised to it as he entered.	From the lower part of the face he appeared to be a man of strong character, with a thick, hanging lip, and a long, straight chin suggestive of resolution pushed to the length of obstinacy.					False	sherlock		False
"""You can imagine from what I say that my poor sister Julia"	and I had no great pleasure in our lives.					False	sherlock		False
"""I think, Miss Hunter, that we had better go in without you."	Now, Watson, put your shoulder to it, and we shall see whether we cannot make our way in.					False	sherlock		False
And the flap has been gummed, if I am not very much in error, by a person who had been chewing tobacco.	"And you have no doubt that it is your husband’s hand, madam?"""					False	sherlock		False
That is for the court to decide.	I need not point out to you that your refusal to answer will prejudice your case considerably in any future proceedings which may arise.					False	sherlock		False
Here we may take it that there is a love matter, but that the maiden is not so much angry as perplexed, or grieved.	But here she comes in person to resolve our doubts.					False	sherlock		False
Holmes chuckled and wriggled in his chair, as was his habit when in high spirits.	"""It is a little off the beaten track, isn’t it?"" said he. """					False	sherlock		False
"""Oh, I have my hand upon him."	He and the two mates, are as I learn, the only native-born Americans in the ship.					False	sherlock		False
"""I must go home now, for dad is very ill, and he misses me so if I leave him."	"Good-bye, and God help you in your undertaking."""					False	sherlock		False
"But here""—I picked up the morning paper from the ground—""let"	us put it to a practical test.					False	sherlock		False
She used to be at the Allegro.	I have not treated her ungenerously, and she had no just cause of complaint against me, but					False	sherlock		False
"""Try the settee,"" said Holmes, relapsing into his armchair and putting his fingertips together, as was his custom when in judicial moods."	"""I know, my dear Watson, that you share my love of all that is bizarre and outside the conventions and humdrum routine of everyday life."					False	sherlock		False
"The second is to clear up the mystery and to punish the guilty parties."""	"""I thank you,"" said the young man, rising and pulling on his overcoat."					False	sherlock		False
