premise	hypothesis	label	case	cue	common_cue	lexical_overlap	method	negated_scope
Both Sir Henry and I were concerned at their situation , and it was suggested that Perkins the groom should go over to sleep there , but Stapleton would not hear of it .	Both Sir Henry and I were concerned at their situation , and it was suggested that Perkins the groom should go over to sleep there , but Stapleton would hear of it .	contradiction	b: cue-removed	not	True	True	nep	True
""" There 's no doubt about the authenticity , for the name and the date , 1647 , are on the back of the canvas . """	"` ` There 's doubt about the authenticity , for the name and the date , 1647 , are on the back of the canvas . """	contradiction	b: cue-removed	no	True	True	nep	True
He referred to her again and again on our walk home , and since then hardly a day has passed that we have not seen something of the brother and sister .	He referred to her again and again on our walk home	entailment	c: a S clause	not	True	True	nep	False
He can not be very long , now .	He can be very long , now	contradiction	a: within scope.	not	True	True	nep	True
Every day we hoped that he was gone , but as long as he was there we could not desert him .	he was there	entailment	c: a S clause	not	True	True	nep	False
He 's in hiding , too , but he 's not a convict as far as I can make out .	He 's in hiding , too	entailment	c: a S clause	not	True	True	nep	False
""" Dear me , Watson , "" said Homes , staring with great curiosity at the slips of foolscap which the landlady had handed to him , "" this is certainly a little unusual ."	the landlady had handed to him	entailment	c: a S clause	un-	False	True	nep	False
"One thing I swear to you , and that is that when I wrote the letter I never dreamed of any harm to the old gentleman , who had been my kindest friend . """	when I wrote the letter I dreamed of some harm to the old gentleman , who had been my kindest friend	contradiction	b: cue-removed	never	True	True	nep	True
""" I could not call you in , Mr. Holmes , without disclosing these facts to the world , and I have already given my reasons for not wishing to do so ."	I could call you in , Mr. Holmes , without disclosing these facts to the world	contradiction	b: cue-removed	not	True	True	nep	True
An irrational number can not be fully written down in decimal form .	An irrational number can be fully written down in decimal form .	contradiction	b: cue-removed	not	True	True	nep	True
Because there were so many of them joined together , with so much impurity ( bad powers ) , even with Midoriko 's own power of goodness and purity , they could easily win over Midoriko .	there were so many of them joined together , with so much purity bad powers , even with Midoriko 's own power of goodness and purity ,	contradiction	b: cue-removed	im-	False	True	nep	True
Acceleration does not have its own units of measurement .	Acceleration does have its own units of measurement	contradiction	a: within scope.	not	True	True	nep	True
What all this meant I could not imagine , but I was deeply ashamed to have witnessed so intimate a scene without my friend 's knowledge .	I was deeply ashamed to have witnessed so intimate a scene without my friend 's knowledge	entailment	c: a S clause	not	True	True	nep	False
""" I do not pretend to know much about these things , and I 'd be a better judge of a horse or a steer than of a picture ."	I do pretend to know much about these things	contradiction	a: within scope.	not	True	True	nep	True
""" That is unlikely ."	` ` That is likely .	contradiction	b: cue-removed	un-	False	True	nep	True
""" And he made you swear to say nothing about your appointment with Sir Charles ? """	"` ` And he made you swear to say about your appointment with Sir Charles ? """	contradiction	b: cue-removed	nothing	False	True	nep	True
No wonder the poor devil of a convict ran and screamed , even as our friend did , and as we ourselves might have done , when he saw such a creature bounding through the darkness of the moor upon his track .	the poor devil of a convict ran and screamed , even as our friend did , and as we ourselves might have done , when he saw such a creature bounding through the darkness of the moor upon his track	entailment	c: a S clause	no	True	True	nep	False
It is , however , unfortunately impossible entirely to separate the sensational from the criminal , and a chronicler is left in the dilemma that he must either sacrifice details which are essential to his statement and so give a false impression of the problem , or he must use matter which chance , and not choice , has provided him with .	he must either sacrifice details which are essential to his statement and so give a false impression of the problem	entailment	c: a S clause	im-	False	True	nep	False
For a moment or two I sat breathless , hardly able to believe my ears .	For a moment or two I sat breath	contradiction	a: within scope.	-less	False	True	nep	True
Day succeeded day , and my friend took no step forward .	Day succeeded day	entailment	c: a S clause	no	True	True	nep	False
I tell you I 've not shut an eye in sleep since I did it , and I do not believe I ever will again until I get past all waking .	I tell you I ' ve shut an eye in sleep since I did it , and I do believe I will again until I get past all waking .	contradiction	b: cue-removed	not	True	True	nep	True
Because the four color theorem is true , this is always possible ; however , because the person drawing the map is focused on the one large region , they fail to notice that the remaining regions can in fact be colored with three colors .	they to notice that the remaining regions can in fact be colored with three colors	contradiction	a: within scope.	fail	False	True	nep	True
If it were the devil himself a constable on duty should never thank God that he could not lay his hands upon him .	he could lay his hands upon him	contradiction	a: within scope.	not	True	True	nep	True
""" I hope , "" said Dr. Mortimer , "" that you do not look with suspicious eyes upon everyone who received a legacy from Sir Charles , for I also had a thousand pounds left to me . """	I also had a thousand pounds left to me	entailment	c: a S clause	not	True	True	nep	False
""" We dare not take the chance of his being overtaken before he can reach us ."	his being overtaken before he can reach us	contradiction	a: within scope.	not	True	True	nep	True
My darling made use of the few clear days which our start had given us in arranging for a refuge for me in such a fashion that no possible danger could reach me .	our start had given us in arranging for a refuge for me in such a fashion that possible danger could reach me	contradiction	b: cue-removed	no	True	True	nep	True
""" Oh ! "" says she , "" if my friends are not good enough for this house , then I am not good enough for it either . """	my friends are good enough for this house	contradiction	a: within scope.	not	True	True	nep	True
The letter A does not have six different sounds .	The letter A does have six different sounds .	contradiction	b: cue-removed	not	True	True	nep	True
"He was on the South American line when that was taken , but he was so fond of her that he could not abide to leave her for so long , and he got into the Liverpool and London boats . """	He was on the South American line when that was taken	entailment	c: a S clause	not	True	True	nep	False
"I told you in London , Watson , and I tell you now again , that we have never had a foeman more worthy of our steel . """	"I told you in London , Watson , and I tell you now again , that we have had a foeman more worthy of our steel . """	contradiction	b: cue-removed	never	True	True	nep	True
""" I do not say now that he is not a crazy man , "" said Sir Henry ; "" I can not forget the look in his eyes when he ran at me this morning , but I must allow that no man could make a more handsome apology than he has done . """	` I can t forget the look in his eyes when he ran at me this morning , but I must allow that man could make a more handsome apology than he has done	contradiction	b: cue-removed	no	True	True	nep	True
""" I have looked into this case with some care , and I am not convinced that you are on the right lines ."	I am convinced that you are on the right lines	contradiction	a: within scope.	not	True	True	nep	True
""" Well , Mrs. Warren , I can not see that you have any particular cause for uneasiness , nor do I understand why I , whose time is of some value , should interfere in the matter ."	I , whose time is of some value , should interfere in the matter	entailment	c: a S clause	not	True	True	nep	False
"You do not meanyou do not mean that I am suspected ? """	you do mean that I am suspected	contradiction	a: within scope.	not	True	True	nep	True
"Perhaps you can not yourself recall how your reverie commenced ? """	your reverie commenced	contradiction	a: within scope.	not	True	True	nep	True
I sha not forget the face at the carriage window as I led her away .	I sha forget the face at the carriage window as I led her away .	contradiction	b: cue-removed	not	True	True	nep	True
But more than that we were never destined to know , though there was much which we might surmise .	But more than that we were destined to know , though there was much which we might surmise .	contradiction	b: cue-removed	never	True	True	nep	True
We are four able-bodied men in this household , so that we could take good care of ourselves , but I confess that I have had uneasy moments when I have thought of the Stapletons .	I confess that I have had easy moments when I have thought of the Stapletons	contradiction	b: cue-removed	un-	False	True	nep	True
It was not a brutal countenance , but it was prim , hard , and stern , with a firm-set , thin-lipped mouth , and a coldly intolerant eye .	it was prim , hard , and stern , with a firm set , thin lipped mouth , and a coldly intolerant eye	entailment	c: a S clause	not	True	True	nep	False
"I do not know that Watson and I are much the wiser since we came down . """	"I do know that Watson and I are much the wiser since we came down . """	contradiction	b: cue-removed	not	True	True	nep	True
A list of the 50 most common words in English has no words longer than six letters , and more than half have no more than three letters .	more than half have more than three letters	contradiction	a: within scope.	no	True	True	nep	True
The composer Arnold Schoenberg ( 1874-1951 ) wrote pieces which were atonal ( meaning that they did not sound as if they were in any clear musical key ) .	The composer Arnold Schoenberg 1874 1951 wrote pieces which were atonal meaning that they did sound as if they were in some clear musical key .	contradiction	b: cue-removed	not	True	True	nep	True
The room was empty , and the bed had never been slept in .	The room was empty , and the bed had been slept in .	contradiction	b: cue-removed	never	True	True	nep	True
""" I do not think that it is likely . """	"` ` I do think that it is likely . """	contradiction	b: cue-removed	not	True	True	nep	True
Still other melodies are impossible to sing .	other melodies are possible to sing	contradiction	a: within scope.	im-	False	True	nep	True
""" My word , it does not seem a very cheerful place , "" said the detective with a shiver , glancing round him at the gloomy slopes of the hill and at the huge lake of fog which lay over the Grimpen Mire ."	it does seem a very cheerful place	contradiction	a: within scope.	not	True	True	nep	True
He lay in the roadway so shaken in his wits that he never saw what became of the cab .	He lay in the roadway so shaken in his wits that he saw what became of the cab .	contradiction	b: cue-removed	never	True	True	nep	True
Much of what I tell you is no doubt quite irrelevant , but still I feel that it is best that I should let you have all the facts and leave you to select for yourself those which will be of most service to you in helping you to your conclusions .	it is best that I should let you have all the facts and leave you to select for yourself those which will be of most service to you in helping you to your conclusions	entailment	c: a S clause	ir-	False	True	nep	False
I explained everything to him : how I had found it impossible to remain behind , how I had followed him , and how I had witnessed all that had occurred .	it possible to remain behind	contradiction	a: within scope.	im-	False	True	nep	True
It 's not that I want to clear myself .	It 's that I want to clear myself .	contradiction	b: cue-removed	not	True	True	nep	True
As it was I told him that my feelings towards his sister were such as I was not ashamed of , and that I hoped that she might honour me by becoming my wife .	my feelings towards his sister were such as I was ashamed of	contradiction	b: cue-removed	not	True	True	nep	True
The war had destroyed their dreams and had given them nothing to replace those dreams .	The war had destroyed their dreams and had given them to replace those dreams .	contradiction	b: cue-removed	nothing	False	True	nep	True
""" Oh Holmes , I shall never forgive myself for having left him to his fate . """	I shall forgive myself for having left him to his fate	contradiction	a: within scope.	never	True	True	nep	True
""" He would not do anything so mad , sir ."	He would do anything so mad	contradiction	a: within scope.	not	True	True	nep	True
It never recovered from the blow , and much of my capital was irretrievably swallowed up .	It recovered from the blow	contradiction	a: within scope.	never	True	True	nep	True
The meaning of the diamond is not innocence .	The meaning of the diamond is innocence	contradiction	a: within scope.	not	True	True	nep	True
However , none of these constructed languages have as many speakers as Esperanto .	of these constructed languages have as many speakers as Esperanto	contradiction	a: within scope.	none	False	True	nep	True
He struck Gennaro senseless and fled from the house which he was never more to enter .	he was never more to enter	contradiction	b: cue-removed	never-more	False	True	nep	True
"Her dry lips could not speak the "" No "" which I saw rather than heard ."	"Her dry lips could speak the ` ` No "" which I saw rather than heard"	entailment	c: a S clause	not	True	True	nep	False
Of course , so far as his concealment goes there is no difficulty at all .	Of course , so far as his concealment goes there is difficulty at all .	contradiction	b: cue-removed	no	True	True	nep	True
By some juggling of the clocks it is quite possible that they may have got Scott Eccles to bed earlier than he thought , but in any case it is likely that when Garcia went out of his way to tell him that it was one it was really not more than twelve .	he thought	entailment	c: a S clause	not	True	True	nep	False
You see , if I am to be squire down there I must dress the part , and it may be that I have got a little careless in my ways out West .	if I am to be squire down there I must dress the part	entailment	c: a S clause	-less	False	True	nep	False
""" Why , Dr. Watson , that 's not you , is it ?"	that 's you	contradiction	a: within scope.	not	True	True	nep	True
"Galileo had already established the principle of relativity , which said that physical events must look the same to all observers , and no observer has the "" right "" way to look at the things studied by physics ."	"no observer has the ` ` right "" way to look at the things studied by physics"	entailment	c: a S clause	no	True	True	nep	False
""" Education never ends , Watson ."	Education ends	contradiction	a: within scope.	never	True	True	nep	True
Stapleton was guarded in his replies , but it was easy to see that he said less than he might , and that he would not express his whole opinion out of consideration for the feelings of the baronet .	it was easy to see that he said less than he might , and that he would express his whole opinion out of consideration for the feelings of the baronet	contradiction	b: cue-removed	not	True	True	nep	True
"But that is no use to us for the moment . """	"But that is use to us for the moment . """	contradiction	b: cue-removed	no	True	True	nep	True
Gennaro said nothing , but I , who knew him so well , could read in his face some emotion which I had never seen there before .	Gennaro said , but I , who knew him so well , could read in his face some emotion which I had never seen there before .	contradiction	b: cue-removed	nothing	False	True	nep	True
There are not many types of animals .	There are many types of animals	contradiction	a: within scope.	not	True	True	nep	True
""" Come , come , we are not so far wrong , after all , "" said Holmes ."	we are so far wrong	contradiction	a: within scope.	not	True	True	nep	True
We can not carry him all the way to the Hall .	We can carry him all the way to the Hall .	contradiction	b: cue-removed	not	True	True	nep	True
Rain and storms are both not in this level .	Rain and storms are both in this level	contradiction	a: within scope.	not	True	True	nep	True
No signs of violence were to be discovered upon Sir Charles 's person , and though the doctor 's evidence pointed to an almost incredible facial distortionso great that Dr. Mortimer refused at first to believe that it was indeed his friend and patient who lay before himit was explained that that is a symptom which is not unusual in cases of dyspnoea and death from cardiac exhaustion .	Dr. Mortimer refused at first to believe that it was indeed his friend and patient who lay before him	entailment	c: a S clause	no	True	True	nep	False
Holmes 's face was turned towards it , and he muttered impatiently as he watched its sluggish drift .	Holmes 's face was turned towards it , and he muttered patiently as he watched its sluggish drift .	contradiction	b: cue-removed	im-	False	True	nep	True
It covers physical product ( food , metals , electricity ) markets but not the ways that services , including those of governments , nor investment , nor debt , can be seen as a commodity .	It covers the ways that services investment debt	contradiction	a: within scope.	not-nor-nor	False	True	nep	True
"But I hope that to lose one of your boots is not part of the ordinary routine of life over here . """	"But I hope that to lose one of your boots is part of the ordinary routine of life over here . """	contradiction	b: cue-removed	not	True	True	nep	True
But not one word shall they have from me , and I bind you to secrecy also , Dr. Watson .	But one word shall they have from me , and I bind you to secrecy also , Dr. Watson .	contradiction	b: cue-removed	not	True	True	nep	True
I am no antiquarian , but I could imagine that they were some unwarlike and harried race who were forced to accept that which none other would occupy .	I am no antiquarian , but I could imagine that they were some warlike and harried race who were forced to accept that which none other would occupy .	contradiction	b: cue-removed	un-	False	True	nep	True
Yet I am certain that he does not wish their intimacy to ripen into love , and I have several times observed that he has taken pains to prevent them from being tete-a-tete .	he has taken pains to prevent them from being tete a tete	entailment	c: a S clause	not	True	True	nep	False
He never returned .	He returned .	contradiction	b: cue-removed	never	True	True	nep	True
Again , you will observe that the words are not gummed on in an accurate line , but that some are much higher than others .	Again , you will observe that the words are gummed on in an accurate line , but that some are much higher than others .	contradiction	b: cue-removed	not	True	True	nep	True
Henderson never by any chance walks alone .	Henderson by some chance walks alone	contradiction	a: within scope.	never	True	True	nep	True
Since we have been so unfortunate as to miss him and have no notion of his errand , this accidental souvenir becomes of importance .	we have been so fortunate as to miss him	contradiction	a: within scope.	un-	False	True	nep	True
The rules said that nobody can stand at football games , so the club had to have new seats .	the club had to have new seats	entailment	c: a S clause	nobody	False	True	nep	False
""" If matters came to a crisis I should endeavour to be present in person ; but you can understand that , with my extensive consulting practice and with the constant appeals which reach me from many quarters , it is impossible for me to be absent from London for an indefinite time ."	it is possible for me to be absent from London for an indefinite time	contradiction	a: within scope.	im-	False	True	nep	True
""" He saw him once or twice , but he is a deep one and gives nothing away ."	he gives away	contradiction	a: within scope.	nothing	False	True	nep	True
""" It 's no wonder my uncle felt as if trouble were coming on him in such a place as this , "" said he ."	trouble were coming on him in such a place as this	contradiction	a: within scope.	no	True	True	nep	True
"You tell me in the same breath that it is useless to investigate Sir Charles 's death , and that you desire me to do it . """	"You tell me in the same breath that it is use to investigate Sir Charles 's death , and that you desire me to do it . """	contradiction	b: cue-removed	-less	False	True	nep	True
I sprang out , they tried to drag me back , and had it not been for the help of this good man , who led me to the cab , I should never had broken away .	they tried to drag me back	entailment	c: a S clause	not	True	True	nep	False
""" Now , you will observe that he could not have been on the staff of the hospital , since only a man well-established in a London practice could hold such a position , and such a one would not drift into the country ."	` ` Now , you will observe that he could have been on the staff of the hospital , since only a man well established in a London practice could hold such a position , and such a one would drift into the country .	contradiction	b: cue-removed	not	True	True	nep	True
The electromagnetic field 's messenger particles , photons , carry an image timelessly across the universe while observers within this field have enough flow through time to decode this image and react by moving within 3D space , yet can never outrun this timeless image .	to decode this image and react by moving within 3D space , yet can never outrun this time image	contradiction	b: cue-removed	-less	False	True	nep	True
""" And also , "" said Holmes , "" that someone is not ill-disposed towards you , since they warn you of danger . """	they warn you of danger	entailment	c: a S clause	not	True	True	nep	False
""" I was not sure whether I had left it here or in the Shipping Office ."	` ` I was sure whether I had left it here or in the Shipping Office .	contradiction	b: cue-removed	not	True	True	nep	True
""" His voice is unmistakable ."	` ` His voice is mistakable .	contradiction	b: cue-removed	un-	False	True	nep	True
Much of what I tell you is no doubt quite irrelevant , but still I feel that it is best that I should let you have all the facts and leave you to select for yourself those which will be of most service to you in helping you to your conclusions .	I tell you	contradiction	a: within scope.	ir-	False	True	nep	True
We heard the hound on the moor , so I can swear that it is not all empty superstition .	it is all empty superstition	contradiction	a: within scope.	not	True	True	nep	True
"What I did not foresee is that we should find a woman , and no ordinary woman , Watson . """	we should find a woman , and no ordinary woman , Watson	entailment	c: a S clause	not	True	True	nep	False
I am conscious myself of a weight at my heart and a feeling of impending dangerever present danger , which is the more terrible because I am unable to define it .	is the more terrible because I am able to define it	contradiction	b: cue-removed	un-	False	True	nep	True
Means to achieve these ends usually include advocacy of pacifism , non-violent resistance , conscientious objector , diplomacy , boycotts , moral purchasing , supporting anti-war political candidates , demonstrations , and lobbying to create legislation on human rights or of international law .	Means to achieve these ends usually include advocacy of pacifism ,violent resistance , conscientious objector , diplomacy , boycotts , moral purchasing , supporting anti war political candidates , demonstrations , and lobbying to create legislation on human rights or of international law .	contradiction	b: cue-removed	non-	False	True	nep	True
It never uses data from researchers all over the world .	It uses data from researchers all over the world	contradiction	a: within scope.	never	True	True	nep	True
Incredible as it may appear to you , Mr. Holmes , he was honestly convinced that a dreadful fate overhung his family , and certainly the records which he was able to give of his ancestors were not encouraging .	a dreadful fate overhung his family , and certainly the records which he was able to give of his ancestors were encouraging	contradiction	b: cue-removed	not	True	True	nep	True
""" I was doing no harm , sir ."	` ` I was doing harm , sir .	contradiction	b: cue-removed	no	True	True	nep	True
I was a fool to let her go on biding with usa besotted foolbut I never said a word to Mary , for I knew it would grieve her .	I was a fool to let her go on biding with usa besotted foolbut I said a word to Mary , for I knew it would grieve her .	contradiction	b: cue-removed	never	True	True	nep	True
A lucky long shot of my revolver might have crippled him , but I had brought it only to defend myself if attacked and not to shoot an unarmed man who was running away .	I had brought it only to defend myself if attacked and not to shoot an armed man who was running away	contradiction	b: cue-removed	un-	False	True	nep	True
Sarah avoided me now , but she and Mary were just inseparable .	Sarah avoided me now , but she and Mary were just separable .	contradiction	b: cue-removed	in-	False	True	nep	True
All the good work which has been done by Sir Charles will crash to the ground if there is no tenant of the Hall .	there is tenant of the Hall	contradiction	a: within scope.	no	True	True	nep	True
The electromagnetic field 's messenger particles , photons , carry an image timelessly across the universe while observers within this field have enough flow through time to decode this image and react by moving within 3D space , yet can never outrun this timeless image .	The electromagnetic field 's messenger particles , photons , carry an image time ly across the universe while observers within this field have enough flow through time to decode this image and react by moving within 3D space , yet can never outrun this time image .	contradiction	b: cue-removed	-less	False	True	nep	True
"Supposing that anything happened to our young friend hereyou will forgive the unpleasant hypothesis !who would inherit the estate ? """	"Supposing that anything happened to our young friend hereyou will forgive the pleasant hypothesis !who would inherit the estate ? """	contradiction	b: cue-removed	un-	False	True	nep	True
After the war , Amsterdam became a centre of tolerance and culture ; to be different is not abnormal in Amsterdam .	After the war , Amsterdam became a centre of tolerance and culture ; to be different is abnormal in Amsterdam .	contradiction	b: cue-removed	not	True	True	nep	True
"I do not want to say a word against my own sister , but she was always meddlesome and hard to please , was Sarah . """	she was always meddlesome and hard to please , was Sarah	entailment	c: a S clause	not	True	True	nep	False
""" My dear fellow , "" said he , "" Holmes , with all his wisdom , did not foresee some things which have happened since I have been on the moor ."	"` ` My dear fellow , "" said he , ` ` Holmes , with all his wisdom , did foresee some things which have happened since I have been on the moor ."	contradiction	b: cue-removed	not	True	True	nep	True
There is our friend Dr. Mortimer , whom I believe to be entirely honest , and there is his wife , of whom we know nothing .	there is his wife , of whom we know	contradiction	b: cue-removed	nothing	False	True	nep	True
I assure you that I have never in my life seen anything more clearly .	I assure you that I have in my life seen anything more clearly .	contradiction	b: cue-removed	never	True	True	nep	True
""" I may not know exactly where he is , but I am quite sure that I could help the police to lay their hands on him ."	the police to lay their hands on him	entailment	c: a S clause	not	True	True	nep	False
"I trust , sir , that I have not inadvertently"""	I have not advertently	contradiction	b: cue-removed	in-	False	True	nep	True
All was sweet and mellow and peaceful in the golden evening light , and yet as I looked at them my soul shared none of the peace of Nature but quivered at the vagueness and the terror of that interview which every instant was bringing nearer .	All was sweet and mellow and peaceful in the golden evening light	entailment	c: a S clause	none	False	True	nep	False
I have not pushed it to the length of getting into a box to think , but that is the logical outcome of my convictions .	I have pushed it to the length of getting into a box to think , but that is the logical outcome of my convictions .	contradiction	b: cue-removed	not	True	True	nep	True
We are four able-bodied men in this household , so that we could take good care of ourselves , but I confess that I have had uneasy moments when I have thought of the Stapletons .	We are four able bodied men in this household , so that we could take good care of ourselves , but I confess that I have had easy moments when I have thought of the Stapletons .	contradiction	b: cue-removed	un-	False	True	nep	True
It never recovered from the blow , and much of my capital was irretrievably swallowed up .	much of my capital was irretrievably swallowed up	entailment	c: a S clause	never	True	True	nep	False
The man can not come near the woman , or he will guide their enemies to her .	The man can come near the woman , or he will guide their enemies to her .	contradiction	b: cue-removed	not	True	True	nep	True
Stapleton may fall in with such a superstition , and Mortimer also , but if I have one quality upon earth it is common sense , and nothing will persuade me to believe in such a thing .	I have one quality upon earth	entailment	c: a S clause	nothing	False	True	nep	False
""" I 'm bound to say that I make nothing of the note except that there was something on hand , and that a woman , as usual was at the bottom of it . """	"` ` I ' m bound to say that I make of the note except that there was something on hand , and that a woman , as usual was at the bottom of it . """	contradiction	b: cue-removed	nothing	False	True	nep	True
Now , all these rooms are unfurnished and unoccupied so that his expedition became more mysterious than ever .	Now , all these rooms are furnished and occupied so that his expedition became more mysterious than ever .	contradiction	b: cue-removed	un-	False	True	nep	True
""" He can not object to my worldly position , so it must be myself that he has this down on ."	it must be myself that he has this down on	entailment	c: a S clause	not	True	True	nep	False
Quite a few festivals are not held in this month .	Quite a few festivals are held in this month	contradiction	a: within scope.	not	True	True	nep	True
"You saw yourself how neither of the inspectors dreamed of questioning his statement , extraordinary as it was . """	"You saw yourself how of the inspectors dreamed of questioning his statement , extraordinary as it was . """	contradiction	b: cue-removed	neither	False	True	nep	True
Your mission today has justified itself , and yet I could almost wish that you had not left his side .	Your mission today has justified itself , and yet I could almost wish that you had left his side .	contradiction	b: cue-removed	not	True	True	nep	True
"That is the whole truth , as I am an honest Christian woman and you will see that if there is blame in the matter it does not lie with my husband but with me , for whose sake he has done all that he has . """	he has	entailment	c: a S clause	not	True	True	nep	False
""" Let us say no more about it . """	"` ` Let us say more about it . """	contradiction	b: cue-removed	no	True	True	nep	True
They have mercilessly slain our patriots ; they have drowned our uprisings in rivers of blood .	They have merci slain our patriots ; they have drowned our uprisings in rivers of blood .	contradiction	b: cue-removed	-lessly	False	True	nep	True
""" I 'm bound to say that I make nothing of the note except that there was something on hand , and that a woman , as usual was at the bottom of it . """	there was something on hand	contradiction	a: within scope.	nothing	False	True	nep	True
I have no doubt that you and I could carry it so far .	I have doubt that you and I could carry it so far	contradiction	a: within scope.	no	True	True	nep	True
""" ` Well , I do not know now whether it was pure devilry on the part of this woman , or whether she thought that she could turn me against my wife by encouraging her to misbehave ."	` ` ` Well , I do know now whether it was pure devilry on the part of this woman , or whether she thought that she could turn me against my wife by encouraging her to misbehave .	contradiction	b: cue-removed	not	True	True	nep	True
The next night we lowered the lamp and sat smoking cigarettes without making the least sound .	The next night we lowered the lamp and sat smoking cigarettes making the least sound .	contradiction	b: cue-removed	without	False	True	nep	True
Our drive pulled up at a house which was not unlike the one which we had just quitted .	Our drive pulled up at a house which was unlike the one which we had just quitted .	contradiction	b: cue-removed	not	True	True	nep	True
"Please forget the words I said , which have no application whatever to you . """	I said	entailment	c: a S clause	no	True	True	nep	False
I came to you , Mr. Holmes , because I recognized that I am myself an unpractical man and because I am suddenly confronted with a most serious and extraordinary problem .	I am suddenly confronted with a most serious and extraordinary problem	entailment	c: a S clause	un-	False	True	nep	False
""" I 'll do you this justice , Mr. Holmes , that I was never in a case yet that I did not feel stronger for having you on my side ."	I was never in a case yet that I did feel stronger for having you on my side	contradiction	b: cue-removed	not	True	True	nep	True
I think we 'll shut that window again , if you do not mind .	you do mind	contradiction	a: within scope.	not	True	True	nep	True
I am not sure that as a conscientious detective my first duty is not to arrest the whole household .	I am sure that as a conscientious detective my first duty is to arrest the whole household	contradiction	b: cue-removed	not	True	True	nep	True
It seemed hopeless to pursue the inquiry any farther , but it was clear that in spite of Holmes 's ruse we had no proof that Barrymore had not been in London all the time .	It seemed hopeless to pursue the inquiry any farther , but it was clear that in spite of Holmes 's ruse we had no proof that Barrymore had been in London all the time .	contradiction	b: cue-removed	not	True	True	nep	True
"I could not make it out when first I saw the light flashing upon the lens . """	first I saw the light flashing upon the lens	contradiction	a: within scope.	not	True	True	nep	True
It is not an easy problem , but he solved it in an original fashion , and so effectively that her presence was not even known to the landlady who supplies her with food .	he solved it in an original fashion , and so effectively that her presence was not even known to the landlady who supplies her with food	entailment	c: a S clause	not	True	True	nep	False
Overall , Washington did not win many battles , but he never let the British destroy his army .	Washington did win many battles	contradiction	a: within scope.	not	True	True	nep	True
""" I can not give you the name , sir , but I can give you the initials ."	` ` I can give you the name , sir , but I can give you the initials .	contradiction	b: cue-removed	not	True	True	nep	True
Much of what I tell you is no doubt quite irrelevant , but still I feel that it is best that I should let you have all the facts and leave you to select for yourself those which will be of most service to you in helping you to your conclusions .	still I feel that it is best that I should let you have all the facts and leave you to select for yourself those which will be of most service to you in helping you to your conclusions	entailment	c: a S clause	ir-	False	True	nep	False
"He has done nothing except for my sake and because I asked him . """	"He has done except for my sake and because I asked him . """	contradiction	b: cue-removed	nothing	False	True	nep	True
Most kinds of fish never have bones .	Most kinds of fish have bones .	contradiction	b: cue-removed	never	True	True	nep	True
They banded themselves into a society which should never be dissolved until the work was done .	They banded themselves into a society which should be dissolved until the work was done .	contradiction	b: cue-removed	never	True	True	nep	True
""" I did not know who you were , but I was determined to find out . """	I did know who you were	contradiction	a: within scope.	not	True	True	nep	True
Nobody wanted it to be taken apart .	Nobody wanted it to be taken apart .	contradiction	b: cue-removed	nobody	False	True	nep	True
You have received your rent , and he is not a troublesome lodger , though he is certainly an unusual one .	he is certainly an unusual one	entailment	c: a S clause	not	True	True	nep	False
"But now you have heard it , and you will see that if there was a plot it was not against you . """	you will see that if there was a plot it was against you	contradiction	b: cue-removed	not	True	True	nep	True
"Sir Henry has , I suppose , no superstitious fears in the matter ? """	Sir Henry has superstitious fears in the matter	contradiction	a: within scope.	no	True	True	nep	True
Being himself childless , it was his openly expressed desire that the whole countryside should , within his own lifetime , profit by his good fortune , and many will have personal reasons for bewailing his untimely end .	the whole countryside should , within his own lifetime , profit by his good fortune	entailment	c: a S clause	un-	False	True	nep	False
Save from what we heard , we can not even swear to the existence of the latter , since Sir Henry has evidently died from the fall .	Save from what we heard , we can even swear to the existence of the latter	contradiction	a: within scope.	not	True	True	nep	True
I looked back at the platform when we had left it far behind and saw the tall , austere figure of Holmes standing motionless and gazing after us .	I looked back at the platform when we had left it far behind and saw the tall , austere figure of Holmes standing motion and gazing after us .	contradiction	b: cue-removed	-less	False	True	nep	True
There was no chance of either of us forgetting that peculiar ruddy tweed suitthe very one which he had worn on the first morning that we had seen him in Baker Street .	There was chance of of us forgetting that peculiar ruddy tweed suitthe very one which he had worn on the first morning that we had seen him in Baker Street .	contradiction	b: cue-removed	no	True	True	nep	True
""" It can not much matter to him whether it is early or late for the orchids ."	` ` It can much matter to him whether it is early or late for the orchids .	contradiction	b: cue-removed	not	True	True	nep	True
The words took away my breath for an instant but a glance at the placid face and steadfast eyes of my companion showed that no surprise was intended .	surprise was intended	contradiction	a: within scope.	no	True	True	nep	True
Their rule was irresponsible and many people , including the peasants and the intelligentsia , were tortured .	many people , including the peasants and the intelligentsia , were tortured	entailment	c: a S clause	ir-	False	True	nep	False
Asymmetric cryptography is harder to use .	Asymmetric cryptography is harder to use .	contradiction	b: cue-removed	a-	False	True	nep	True
Always there was this feeling of an unseen force , a fine net drawn round us with infinite skill and delicacy , holding us so lightly that it was only at some supreme moment that one realized that one was indeed entangled in its meshes .	one was indeed entangled in its meshes	entailment	c: a S clause	un-	False	True	nep	False
But as to my uncle 's deathwell , it all seems boiling up in my head , and I can not get it clear yet .	I can get it clear yet	contradiction	a: within scope.	not	True	True	nep	True
""" No one could have known ."	one could have known	contradiction	a: within scope.	no	True	True	nep	True
