sent_1	sent_2	method	lexical_overlap	negated_scope
I knew it would grieve her	I was a fool to let her go on biding with usa besotted foolbut I never said a word to Mary , for I knew it would grieve her .	swapped	False	False
There have been decorators and furnishers up from Plymouth , and it is evident that our friend has large ideas and means to spare pains or expense to restore the grandeur of his family .	There have been decorators and furnishers up from Plymouth , and it is evident that our friend has large ideas and means to spare no pains or expense to restore the grandeur of his family .	swapped	False	False
There was light save in the dining room , but Holmes caught up the lamp and left corner of the house unexplored .	There was no light save in the dining-room , but Holmes caught up the lamp and left no corner of the house unexplored .	swapped	False	False
But the morning paper was interesting .	But the morning paper was uninteresting .	swapped	False	False
` Why , there 's good my telling you things , for you seem to kw as much as I do already	""" Why , there 's no good my telling you things , for you seem to know as much as I do already , "" said he ."	swapped	False	False
` ` ` The true voodoo worshipper attempts nothing of importance certain sacrifices which are intended to propitiate his unclean gods .	""" ` The true voodoo-worshipper attempts nothing of importance without certain sacrifices which are intended to propitiate his unclean gods ."	swapped	False	False
There was chance of of us forgetting that peculiar ruddy tweed suit	There was no chance of either of us forgetting that peculiar ruddy tweed suitthe very one which he had worn on the first morning that we had seen him in Baker Street .	swapped	False	False
After his habit he said	After his habit he said nothing , and after mine I asked no questions .	swapped	False	False
Our friend , Sir Henry , and the lady had halted on the path and were standing deeply absorbed in their conversation , when I was suddenly aware that I was the only witness of their interview .	Our friend , Sir Henry , and the lady had halted on the path and were standing deeply absorbed in their conversation , when I was suddenly aware that I was not the only witness of their interview .	swapped	False	False
my friend had neither some luggage nor some explanations for its absence	He did raise his eyebrows , however , when he found that my friend had neither any luggage nor any explanations for its absence .	swapped	False	False
I could get past that point	Again and again I cross-questioned her , but I could never get past that point .	swapped	False	False
I am justly reproved for what I feel was an unjustifiable intrusion	"I am justly reproved for what I feel was an unjustifiable intrusion , and I promise you that I will not mention the matter again . """	swapped	False	False
that seemed normal to use in such situations	The main character , Angus MacGyver ( Richard Dean Anderson ) , often prevented inevitable defeats , saved lives , distracted enemies , made weapons , and even performed everyday tasks usually using very few objects that seemed irrelevant or abnormal to use in such situations .	swapped	False	False
"` ` I had idea that so gigantic a sum was involved , """	""" I had no idea that so gigantic a sum was involved , "" said he ."	swapped	False	False
The term being used increasingly is disorders of sex development DSD s. A person ’s genitalia may be abnormal in some way .	The term being used increasingly is disorders of sex development ( DSD ) s. A person’s genitalia may be abnormal in some way .	swapped	False	False
the Greek playwrights used more than three actors	Apparently the Greek playwrights never used more than three actors .	swapped	False	False
it is likely	""" I do not think that it is likely . """	swapped	False	False
I was sure whether I had left it here or in the Shipping Office	""" I was not sure whether I had left it here or in the Shipping Office ."	swapped	False	False
I could throw some further light upon these dark places	With these two facts in my possession I felt that either my intelligence or my courage must be deficient if I could not throw some further light upon these dark places .	swapped	False	False
The great ordeal was in front of us ; at last we were about to make our final effort , and yet Holmes had said , and I could only surmise what his course of action would be .	The great ordeal was in front of us ; at last we were about to make our final effort , and yet Holmes had said nothing , and I could only surmise what his course of action would be .	swapped	False	False
It is asking much of a wealthy man to come down and bury himself in a place of this kind	It is asking much of a wealthy man to come down and bury himself in a place of this kind , but I need not tell you that it means a very great deal to the countryside .	swapped	False	False
I do quite understand	""" I do not quite understand . """	swapped	False	False
his excitement had justification	I mention this small episode because it assumes some importance in view of the tragedy which followed , but I was convinced at the time that the matter was entirely trivial and that his excitement had no justification .	swapped	False	False
It was as if the Barrymores had taken us into their confidence	It was not as if the Barrymores had taken us into their confidence .	swapped	False	False
But we have to prove all this	"But we have to prove all this , and we are not in a position to do it . """	swapped	False	False
"` ` But I beg to point out that I have not yet heard what has happened to Mr. Garcia , what has become of his household . """	""" But I beg to point out that I have not yet heard what has happened to Mr. Garcia , nor what has become of his household . """	swapped	False	False
"I said it in London , Watson , and I say it again now , that yet have we helped to hunt down a more dangerous man than he who is lying yonder ""he swept his long arm towards the huge mottled expanse of green splotched bog which stretched away until it merged into the russet slopes of the moor ."	"I said it in London , Watson , and I say it again now , that never yet have we helped to hunt down a more dangerous man than he who is lying yonder ""he swept his long arm towards the huge mottled expanse of green-splotched bog which stretched away until it merged into the russet slopes of the moor ."	swapped	False	False
It was the sob of a woman , the muffled , strangling gasp of one who is torn by an controllable sorrow .	It was the sob of a woman , the muffled , strangling gasp of one who is torn by an uncontrollable sorrow .	swapped	False	False
one was indeed entangled in its meshes	Always there was this feeling of an unseen force , a fine net drawn round us with infinite skill and delicacy , holding us so lightly that it was only at some supreme moment that one realized that one was indeed entangled in its meshes .	swapped	False	False
seemed to be weaving an visible net round the young baronet	But surely such an explanation as that would be quite inadequate to account for the deep and subtle scheming which seemed to be weaving an invisible net round the young baronet .	swapped	False	False
Yet may we shelter ourselves in the infinite goodness of Providence , which would forever punish the innocent beyond that third or fourth generation which is threatened in Holy Writ .	Yet may we shelter ourselves in the infinite goodness of Providence , which would not forever punish the innocent beyond that third or fourth generation which is threatened in Holy Writ .	swapped	False	False
I am	My husband is as nervous over it as I am , but he is out at his work all day , while I get no rest from it .	swapped	False	False
People might miss the person who has died .	People might never miss the person who has died .	swapped	False	False
there is reason why I should not be perfectly frank	For both these reasons I thought that I was justified in telling rather less than I knew , since no practical good could result from it , but with you there is no reason why I should not be perfectly frank .	swapped	False	False
"We can hear that quick step of his pacing up and down , up and down , night , morning , and noon ; but except on that first night he had once gone out of the house . """	"We can hear that quick step of his pacing up and down , up and down , night , morning , and noon ; but except on that first night he had never once gone out of the house . """	swapped	False	False
people will be free in an anarchy to pursue voluntarily any economic structures they want including communes , worker co ops , and capitalist owned firms	"Finally , there are "" anarchists without adjectives "" who hold that because people will be free in an anarchy to pursue voluntarily any economic structures they want ( including communes , worker co-ops , and capitalist-owned firms ) ."	swapped	False	False
I do think that I am a coward , Watson	I do not think that I am a coward , Watson , but that sound seemed to freeze my very blood .	swapped	False	False
He had understood , he said , that I was becoming attached to her , but when he saw with his own eyes that it was really so , and that she might be taken away from him , it gave him such a shock that for a time he was responsible for what he said or did .	He had not understood , he said , that I was becoming attached to her , but when he saw with his own eyes that it was really so , and that she might be taken away from him , it gave him such a shock that for a time he was not responsible for what he said or did .	swapped	False	False
the lady is his sister	"I repeat that the lady is his wife and not his sister . """	swapped	False	False
for the sake of clearness , I will make grammatical	She spoke in rapid and fluent but very unconventional English , which , for the sake of clearness , I will make grammatical .	swapped	False	False
Homosexuality used to be considered a paraphilia , but this is no longer the case in most of the world .	Homosexuality used to be considered a paraphilia , but this is no longer the case in most of the world .	swapped	False	False
Neptune gives out more energy than it gets from the Sun	Anyhow , Neptune gives out more energy than it gets from the Sun , and the internal energy source of these winds remains undetermined .	swapped	False	False
it can be more	""" I fancy old Frankland allows her a pittance , but it can not be more , for his own affairs are considerably involved ."	swapped	False	False
A guttering candle was stuck in a crevice of the rocks which flanked it on each side so as to keep the wind from it and also to it from being visible , save in the direction of Baskerville Hall .	A guttering candle was stuck in a crevice of the rocks which flanked it on each side so as to keep the wind from it and also to prevent it from being visible , save in the direction of Baskerville Hall .	swapped	False	False
Many people do disagree on the topic .	Many people do not disagree on the topic .	swapped	False	False
I could get there earlier	"There were reasons why I could not get there earlier . """	swapped	False	False
We have shaken him off	We have never shaken him off .	swapped	False	False
"` ` You say , Watson , that the lady is there ? "" Holmes asked when I had finished my report ."	""" You say , Watson , that the lady is not there ? "" Holmes asked when I had finished my report ."	swapped	False	False
But a Times leader is entirely distinctive , and these words could have been taken from else .	But a Times leader is entirely distinctive , and these words could have been taken from nothing else .	swapped	False	False
Rain and storms are both in this level .	Rain and storms are never both in this level .	swapped	False	False
` I wish you simply to report facts in the fullest possible manner to me , and you can leave me to do the theorizing	""" I will not bias your mind by suggesting theories or suspicions , Watson , "" said he ; "" I wish you simply to report facts in the fullest possible manner to me , and you can leave me to do the theorizing . """	swapped	False	False
He wanted to kw the object of my inquiries , but I managed to satisfy his curiosity without telling him too much , for there is reason why we should take anyone into our confidence .	He wanted to know the object of my inquiries , but I managed to satisfy his curiosity without telling him too much , for there is no reason why we should take anyone into our confidence .	swapped	False	False
it has always boded ill to somebody	I have not heard him laugh often , and it has always boded ill to somebody .	swapped	False	False
it was really so	He had not understood , he said , that I was becoming attached to her , but when he saw with his own eyes that it was really so , and that she might be taken away from him , it gave him such a shock that for a time he was not responsible for what he said or did .	swapped	False	False
there occurred a most strange and expected thing	And it was at this moment that there occurred a most strange and unexpected thing .	swapped	False	False
It uses pesticides , machinery , chemical fertilizers .	It never uses pesticides , machinery , chemical fertilizers .	swapped	False	False
I can not guess	What it all means I can not guess , but there is some secret business going on in this house of gloom which sooner or later we shall get to the bottom of .	swapped	False	False
he is certainly an unusual one	You have received your rent , and he is not a troublesome lodger , though he is certainly an unusual one .	swapped	False	False
It never recovered from the blow	It never recovered from the blow , and much of my capital was irretrievably swallowed up .	swapped	False	False
It would be a poor expert who could give the date of a document within a decade or so .	It would be a poor expert who could not give the date of a document within a decade or so .	swapped	False	False
we do know how things are going with them	"First he dropped me , then he quarrelled with Sarah , and now that Mary has stopped writing we do not know how things are going with them . """	swapped	False	False
I have done my duty now	But I have done my duty now and I will say no more .	swapped	False	False
in New York this lady 's husband will receive a pretty general vote of thanks	""" Well , Mr. Gregson , "" said the American , looking across at the official , "" I do not know what your British point of view may be , but I guess that in New York this lady 's husband will receive a pretty general vote of thanks . """	swapped	False	False
But the attempt was a dangerous one , and if Garcia did return by a certain hour it was probable that his own life had been sacrificed .	But the attempt was a dangerous one , and if Garcia did not return by a certain hour it was probable that his own life had been sacrificed .	swapped	False	False
Possibly I had taken no step since I had been upon the moor which had been observed and reported .	Possibly I had taken no step since I had been upon the moor which had not been observed and reported .	swapped	False	False
we could prove that it was running upon this man 's trail	We heard it , but we could not prove that it was running upon this man 's trail .	swapped	False	False
` There is in common between my father and me	""" There is nothing in common between my father and me , "" she said ."	swapped	False	False
when she did it was love that she would talk about , and she would have let me talk about it if she could have stopped it	She was glad to meet me , but when she did it was not love that she would talk about , and she would not have let me talk about it either if she could have stopped it .	swapped	False	False
he is a troublesome lodger , though he is certainly an unusual one	You have received your rent , and he is not a troublesome lodger , though he is certainly an unusual one .	swapped	False	False
It had not crossed my mind however , that he would wish me to go with him	It had not crossed my mind however , that he would wish me to go with him , nor could I understand how we could both be absent at a moment which he himself declared to be critical .	swapped	False	False
there was something on hand	""" I 'm bound to say that I make nothing of the note except that there was something on hand , and that a woman , as usual was at the bottom of it . """	swapped	False	False
Overall , Washington did win many battles	Overall , Washington did not win many battles , but he never let the British destroy his army .	swapped	False	False
offered explanations , which became more angry as the other refused to accept them	What the scene meant I could not imagine , but it seemed to me that Stapleton was abusing Sir Henry , who offered explanations , which became more angry as the other refused to accept them .	swapped	False	False
I had the further motive that Baskerville Hall , as the paper says , would certainly remain tenanted if anything were done to increase its already rather grim reputation .	I had the further motive that Baskerville Hall , as the paper says , would certainly remain untenanted if anything were done to increase its already rather grim reputation .	swapped	False	False
I think we 'll shut that window again , if you do mind .	I think we 'll shut that window again , if you do not mind .	swapped	False	False
the Bird of Paradise must have flown around the ark end , because it had no feet to land	And the Bird of Paradise must have flown around the ark endlessly , because it had no feet to land .	swapped	False	False
my uncle felt as if trouble were coming on him in such a place as this	""" It 's no wonder my uncle felt as if trouble were coming on him in such a place as this , "" said he ."	swapped	False	False
He 's in hiding , too	He 's in hiding , too , but he 's not a convict as far as I can make out .	swapped	False	False
I answered him rather more hotly than I should perhaps , considering that she was standing by	That seemed to make the matter no better , so then I lost my temper too , and I answered him rather more hotly than I should perhaps , considering that she was standing by .	swapped	False	False
` ` ` The true voodoo worshipper attempts nothing of importance without certain sacrifices which are intended to propitiate his unclean gods .	""" ` The true voodoo-worshipper attempts nothing of importance without certain sacrifices which are intended to propitiate his unclean gods ."	swapped	False	False
she went	How often she went I do not know , but I followed her one day , and as I broke in at the door Fairbairn got away over the back garden wall , like the cowardly skunk that he was .	swapped	False	False
at last we were about to make our final effort , and yet Holmes had said	The great ordeal was in front of us ; at last we were about to make our final effort , and yet Holmes had said nothing , and I could only surmise what his course of action would be .	swapped	False	False
I cleaned myself up , got back to land , and joined my ship a soul having a suspicion of what had passed .	I cleaned myself up , got back to land , and joined my ship without a soul having a suspicion of what had passed .	swapped	False	False
he might	Stapleton was guarded in his replies , but it was easy to see that he said less than he might , and that he would not express his whole opinion out of consideration for the feelings of the baronet .	swapped	False	False
he would so much as let me touch the tips of her fingers	"And yet he would not so much as let me touch the tips of her fingers . """	swapped	False	False
That can be all	That can not be all , Watson ?	swapped	False	False
they are doing	"Creep forward quietly and see what they are doingbut for heaven 's sake do not let them know that they are watched ! """	swapped	False	False
so an necessary risk would be run	You would have wished to tell me something , or in your kindness you would have brought me out some comfort or other , and so an unnecessary risk would be run .	swapped	False	False
I have made inquiry all over the hotel	""" No , sir ; I have made inquiry all over the hotel , but I can hear no word of it . """	swapped	False	False
CAS registry number Nitrogen is a metal chemical element .	CAS registry number Nitrogen is a nonmetal chemical element .	swapped	False	False
we have to blame	""" I guess it is ourselves and not the house that we have to blame ! "" said the baronet ."	swapped	False	False
It had not crossed my mind however , that he would wish me to go with him , could I understand how we could both be absent at a moment which he himself declared to be critical .	It had not crossed my mind however , that he would wish me to go with him , nor could I understand how we could both be absent at a moment which he himself declared to be critical .	swapped	False	False
` If matters came to a crisis I should endeavour to be present in person	""" If matters came to a crisis I should endeavour to be present in person ; but you can understand that , with my extensive consulting practice and with the constant appeals which reach me from many quarters , it is impossible for me to be absent from London for an indefinite time ."	swapped	False	False
I ' ve had time	I 've had no time , for it was only yesterday that I learned how matters stood .	swapped	False	False
You can effect an arrest until to morrow night at the earliest	""" You can not effect an arrest until to-morrow night at the earliest ."	swapped	False	False
You could make a greater mistake .	You could not make a greater mistake .	swapped	False	False
you would have taken advantage of it	""" I did not think you would have taken advantage of it , Sir Henryindeed I did not . """	swapped	False	False
he could hush its voice	He could hide his hound , but he could not hush its voice , and hence came those cries which even in daylight were not pleasant to hear .	swapped	False	False
"` ` There is connection . """	""" There is no connection . """	swapped	False	False
"` ` No , there was attempt at robbery . """	""" No , there was no attempt at robbery . """	swapped	False	False
another sound broke the heavy silence of the windless night	Not another sound broke the heavy silence of the windless night .	swapped	False	False
He was a strong minded man , sir , shrewd , practical , and as imaginative as I am myself .	He was a strong-minded man , sir , shrewd , practical , and as unimaginative as I am myself .	swapped	False	False
you to commit yourself too far unless you are sure	"I do not want you to commit yourself too far unless you are sure . """	swapped	False	False
"When you know me better you will understand that I can always give reasons for what I say or do . """	"When you know me better you will understand that I can not always give reasons for what I say or do . """	swapped	False	False
he could loiter behind or dash past them and so escape their notice	So wily was he that he had not trusted himself upon foot , but he had availed himself of a cab so that he could loiter behind or dash past them and so escape their notice .	swapped	False	False
The man can come near the woman	The man can not come near the woman , or he will guide their enemies to her .	swapped	False	False
You wo put me alone into a cell , sir ?	You wo not put me alone into a cell , sir ?	swapped	False	False
such a thing has happened before	""" I 'm sure it must look very bad , Mr. Holmes , and I am not aware that in my whole life such a thing has ever happened before ."	swapped	False	False
Right then , Gautama knew that can stop people from being born , becoming old , getting sick , and dying .	Right then , Gautama knew that nothing can stop people from being born , becoming old , getting sick , and dying .	swapped	False	False
The oaths and secrets of this brotherhood were frightful	The oaths and secrets of this brotherhood were frightful , but once within its rule no escape was possible .	swapped	False	False
you have yourself observed	He took particular care that Sir Henry did not make love to her , as you have yourself observed .	swapped	False	False
I see those two faces staring at mestaring at me as they stared when my boat broke through the haze	I can not shut my eyes but I see those two faces staring at mestaring at me as they stared when my boat broke through the haze .	swapped	False	False
` ` It can much matter to him whether it is early or late for the orchids .	""" It can not much matter to him whether it is early or late for the orchids ."	swapped	False	False
they are dying to know	""" Because I could tell them what they are dying to know ; but nothing would induce me to help the rascals in any way . """	swapped	False	False
they can ride roughshod over the rights of the commoners	We 'll teach these magnates that they can not ride roughshod over the rights of the commoners , confound them !	swapped	False	False
there was in him a certain wanton and cruel humour which made his name a by word through the West	This , in truth , his neighbours might have pardoned , seeing that saints have never flourished in those parts , but there was in him a certain wanton and cruel humour which made his name a by-word through the West .	swapped	False	False
you would have done had you been interrupted	"Now , sir , I suggest that you take no notice of this addition to your audience , and that you proceed with your narrative exactly as you would have done had you never been interrupted . """	swapped	False	False
it was against you	"But now you have heard it , and you will see that if there was a plot it was not against you . """	swapped	False	False
approached me	The woman who approached me was certainly that , and of a most uncommon type .	swapped	False	False
The conspirators learned of the letter the following day , but decided to go ahead with their plan , especially after Fawkes inspected the undercroft and found that had been touched .	The conspirators learned of the letter the following day , but decided to go ahead with their plan , especially after Fawkes inspected the undercroft and found that nothing had been touched .	swapped	False	False
He can leave town at present	""" He can not leave town at present ."	swapped	False	False
you are in a tight place	""" If my friend would undertake it there is no man who is better worth having at your side when you are in a tight place ."	swapped	False	False
he arrives	"When he arrives he will be met by the obtuse but resolute Lestrade , and I have no doubt that we shall have all our details filled in . """	swapped	False	False
"` ` I am afraid that I can answer that question . """	""" I am afraid that I can not answer that question . """	swapped	False	False
There was physical injury of some kind	There was certainly no physical injury of any kind .	swapped	False	False
my acquaintance paused for an instant , bounding from tuft to tuft behind it , his green net waving in the air	To my dismay the creature flew straight for the great mire , and my acquaintance never paused for an instant , bounding from tuft to tuft behind it , his green net waving in the air .	swapped	False	False
"There are no footsteps nor some clue to the criminals . """	"There are no footsteps nor any clue to the criminals . """	swapped	False	False
Gennaro said , but I , who knew him so well , could read in his face some emotion which I had never seen there before .	Gennaro said nothing , but I , who knew him so well , could read in his face some emotion which I had never seen there before .	swapped	False	False
I had brought it only to defend myself if attacked and to shoot an unarmed man who was running away	A lucky long shot of my revolver might have crippled him , but I had brought it only to defend myself if attacked and not to shoot an unarmed man who was running away .	swapped	False	False
the trees were standing out of a swirl of white vapour	The farther wall of the orchard was already invisible , and the trees were standing out of a swirl of white vapour .	swapped	False	False
the two men , the murderous host and the conscious guest , still chatted over their cigars	There only remained the lamp in the dining-room where the two men , the murderous host and the unconscious guest , still chatted over their cigars .	swapped	False	False
yet I have more than once caught a look of the strongest approbation in his face when Sir Henry has been paying some attention to his sister	One would imagine that such a match would be very welcome to Stapleton , and yet I have more than once caught a look of the strongest disapprobation in his face when Sir Henry has been paying some attention to his sister .	swapped	False	False
These fishes are thin .	These fishes are never thin .	swapped	False	False
we shall have all our details filled in	"When he arrives he will be met by the obtuse but resolute Lestrade , and I have no doubt that we shall have all our details filled in . """	swapped	False	False
one helped him with the harvest	No one helped him with the harvest , no one worked in his stables or his house .	swapped	False	False
Sir Henry looking back , his face white in the moonlight , his hands raised in horror , glaring help at the frightful thing which was hunting him down	Far away on the path we saw Sir Henry looking back , his face white in the moonlight , his hands raised in horror , glaring helplessly at the frightful thing which was hunting him down .	swapped	False	False
fortune had thrown in my way	Everything was working in my favour , and I swore that it should not be through lack of energy or perseverance that I should miss the chance which fortune had thrown in my way .	swapped	False	False
There are other terms for death	There are not other terms for death .	swapped	False	False
there is reason why we should take anyone into our confidence	He wanted to know the object of my inquiries , but I managed to satisfy his curiosity without telling him too much , for there is no reason why we should take anyone into our confidence .	swapped	False	False
"` ` Is there such thing as a gentleman ? "" she gasped ."	""" Is there no such thing as a gentleman ? "" she gasped ."	swapped	False	False
I get past all waking	I tell you I 've not shut an eye in sleep since I did it , and I do not believe I ever will again until I get past all waking .	swapped	False	False
you think that he has acted from motives which are criminal , and which he would wish to have known	"But if you think that he has acted from motives which are not criminal , and which he would wish to have known , then you can not serve him better than by telling us the whole story . """	swapped	False	False
the test was worth	I have already explained that the testimony of the postmaster shows that the test was worthless and that we have no proof one way or the other .	swapped	False	False
` I tell you	""" ` I tell you , and I give you my word for it , that from that moment I was not my own master , and it is all like a dim dream when I look back on it ."	swapped	False	False
it from being visible , save in the direction of Baskerville Hall	A guttering candle was stuck in a crevice of the rocks which flanked it on each side so as to keep the wind from it and also to prevent it from being visible , save in the direction of Baskerville Hall .	swapped	False	False
she and Mary were just separable	Sarah avoided me now , but she and Mary were just inseparable .	swapped	False	False
"` ` I do t say w that he is t a crazy man , "" said Sir Henry ; ` ` I can t forget the look in his eyes when he ran at me this morning , but I must allow that man could make a more handsome apology than he has done . """	""" I do not say now that he is not a crazy man , "" said Sir Henry ; "" I can not forget the look in his eyes when he ran at me this morning , but I must allow that no man could make a more handsome apology than he has done . """	swapped	False	False
he went in	"There 's three folk come out since he went in , but I 'll swear he was not one of them . """	swapped	False	False
What all this meant I could not imagine , but I was deeply ashamed to have witnessed so intimate a scene my friend 's knowledge .	What all this meant I could not imagine , but I was deeply ashamed to have witnessed so intimate a scene without my friend 's knowledge .	swapped	False	False
There 's three folk come out since he went in	"There 's three folk come out since he went in , but I 'll swear he was not one of them . """	swapped	False	False
I put my arms round him	That nightthe night that I read his terrorI put my arms round him and I implored him by his love for me and by all that he held dear to hold nothing from me , and to tell me why this huge man overshadowed him so .	swapped	False	False
"Once set , the anchor can come free and fail to ` ` reset "" on its own ."	"Once set , the anchor can come free and fail to "" reset "" on its own ."	swapped	False	False
you to spare expense and pains to get at the truth	"I desire you to spare no expense and no pains to get at the truth . """	swapped	False	False
He can be very long , now	He can not be very long , now .	swapped	False	False
a thought for me as I stood watching them from the footpath	The thought was in my head as I turned into my own street , and at that moment a cab passed me , and there she was , sitting by the side of Fairbairn , the two chatting and laughing , with never a thought for me as I stood watching them from the footpath .	swapped	False	False
Elizabeth was a woman	"The change may have been made to appease Catholics who could not accept the monarch as "" Head of the Church "" , seeing the church as the Pope 's domain , or it may have been made because Elizabeth was a woman ."	swapped	False	False
It had crossed my mind however , that he would wish me to go with him	It had not crossed my mind however , that he would wish me to go with him , nor could I understand how we could both be absent at a moment which he himself declared to be critical .	swapped	False	False
But it may be a symptom of a disease	But it may not be a symptom of a disease .	swapped	False	False
my father forbade the match	He had neither money nor positionnothing but his beauty and strength and energyso my father forbade the match .	swapped	False	False
this was no sheep dog	""" No doubt , but this was no sheep-dog . """	swapped	False	False
` ` We are much better off tonight .	""" We are not much better off tonight ."	swapped	False	False
we should find ordinary woman	"What I did not foresee is that we should find a woman , and no ordinary woman , Watson . """	swapped	False	False
one may sink and with guide to point the track	Life has become like that great Grimpen Mire , with little green patches everywhere into which one may sink and with no guide to point the track .	swapped	False	False
He told me after he had taken the rooms that he would do so and asked me to bar the door .	He told me after he had taken the rooms that he would do so and asked me not to bar the door .	swapped	False	False
If stops the sound and electricity in the loop , it will travel faster and faster , which is why feedback starts out as a low hum and turns into a high squeal very quickly This is an example of a positive feedback loop : the output reinforces the input ; it makes the input stronger .	If nothing stops the sound and electricity in the loop , it will travel faster and faster , which is why feedback starts out as a low hum and turns into a high squeal very quickly This is an example of a positive feedback loop : the output reinforces the input ; it makes the input stronger .	swapped	False	False
the whole thing is a vision	"I suppose the whole thing is not a vision and a touch of nerves ? """	swapped	False	False
it is a rare event for her to receive anything through the post	There is no indication as to the sender , and the matter is the more mysterious as Miss Cushing , who is a maiden lady of fifty , has led a most retired life , and has so few acquaintances or correspondents that it is a rare event for her to receive anything through the post .	swapped	False	False
Their ears are symmetrical llowing the owl to locate a sound	Their ears are asymmetrical allowing the owl to locate a sound .	swapped	False	False
we might surmise	But more than that we were never destined to know , though there was much which we might surmise .	swapped	False	False
in any case it is likely that when Garcia went out of his way to tell him that it was one it was really more than twelve	By some juggling of the clocks it is quite possible that they may have got Scott Eccles to bed earlier than he thought , but in any case it is likely that when Garcia went out of his way to tell him that it was one it was really not more than twelve .	swapped	False	False
"Now , sir , I suggest that you take tice of this addition to your audience , and that you proceed with your narrative exactly as you would have done had you never been interrupted . """	"Now , sir , I suggest that you take no notice of this addition to your audience , and that you proceed with your narrative exactly as you would have done had you never been interrupted . """	swapped	False	False
I left Sir Henry behind , therefore , not some prickings of conscience , and drove off upon my new quest .	I left Sir Henry behind , therefore , not without some prickings of conscience , and drove off upon my new quest .	swapped	False	False
it was to see her that you had gone	""" And now tell me the result of your visit to Mrs. Laura Lyonsit was not difficult for me to guess that it was to see her that you had gone , for I am already aware that she is the one person in Coombe Tracey who might be of service to us in the matter ."	swapped	False	False
I look back on it	""" ` I tell you , and I give you my word for it , that from that moment I was not my own master , and it is all like a dim dream when I look back on it ."	swapped	False	False
The controllers of the PlayStation 2 and PlayStation 3 are the same but the PlayStation 3 is used wire .	The controllers of the PlayStation 2 and PlayStation 3 are the same but the PlayStation 3 is used wirelessly .	swapped	False	False
there was pity excuse	The man was a danger to the community , an unmitigated scoundrel for whom there was neither pity nor excuse .	swapped	False	False
people generally do expect it	Nudity in public places is rare , and people generally do not expect it .	swapped	False	False
she was married at the time	"I observe that she was unmarried at the time . """	swapped	False	False
"` ` I can make of this mystification of Scott Eccles . """	""" I can make nothing of this mystification of Scott Eccles . """	swapped	False	False
I can get it clear yet	But as to my uncle 's deathwell , it all seems boiling up in my head , and I can not get it clear yet .	swapped	False	False
"When he arrives he will be met by the obtuse but resolute Lestrade , and I have doubt that we shall have all our details filled in . """	"When he arrives he will be met by the obtuse but resolute Lestrade , and I have no doubt that we shall have all our details filled in . """	swapped	False	False
I have had a most singular and pleasant experience , Mr. Holmes	""" I have had a most singular and unpleasant experience , Mr. Holmes , "" said he ."	swapped	False	False
There is sence motive	There is a complete absence of motive .	swapped	False	False
"You will see how possible it is for me to go to Dartmoor . """	"You will see how impossible it is for me to go to Dartmoor . """	swapped	False	False
I laughed credulously as Sherlock Holmes leaned back in his settee and blew little wavering rings of smoke up to the ceiling	I laughed incredulously as Sherlock Holmes leaned back in his settee and blew little wavering rings of smoke up to the ceiling .	swapped	False	False
There was answer	There was no answer .	swapped	False	False
Although the Roman Catholic Church no longer requires people to sing Gregorian chants	Although the Roman Catholic Church no longer requires people to sing Gregorian chants , it still says that Gregorian chant is the best music for prayer .	swapped	False	False
"I should have thought you had a nerve in your body . """	"I should not have thought you had a nerve in your body . """	swapped	False	False
"` ` The story took a great hold upon the imagination of Sir Charles , and I have doubt that it led to his tragic end . """	""" The story took a great hold upon the imagination of Sir Charles , and I have no doubt that it led to his tragic end . """	swapped	False	False
Some breads are fried .	Some breads are never fried .	swapped	False	False
I tell you , sir , I could move a finger , nor get my breath , till it whisked away and was gone .	I tell you , sir , I could not move a finger , nor get my breath , till it whisked away and was gone .	swapped	False	False
We had risen from our rocks and were turning to go home , having abandoned the hope chase .	We had risen from our rocks and were turning to go home , having abandoned the hopeless chase .	swapped	False	False
yet my clear duty was for an instant to let him out of my sight	To follow them and break into their intimate conversation seemed to be an outrage , and yet my clear duty was never for an instant to let him out of my sight .	swapped	False	False
the four color theorem is true	Because the four color theorem is true , this is always possible ; however , because the person drawing the map is focused on the one large region , they fail to notice that the remaining regions can in fact be colored with three colors .	swapped	False	False
` ` Well , sir , I thought no more of the matter , and would have done had it not been for my wife .	""" Well , sir , I thought no more of the matter , and never would have done had it not been for my wife ."	swapped	False	False
we were discouraged	Fortunately we were not discouraged , and we determined to try again .	swapped	False	False
"` ` Do blame me . """	""" Do not blame me . """	swapped	False	False
The pear needs soil that is neither too dry nor too wet .	The pear needs soil that is neither too dry nor too wet .	swapped	False	False
She had a proud , finely cut face , so regular that it might have seemed impassive were it for the sensitive mouth and the beautiful dark , eager eyes .	She had a proud , finely cut face , so regular that it might have seemed impassive were it not for the sensitive mouth and the beautiful dark , eager eyes .	swapped	False	False
I could not leave it where it was	""" Well , sir , it did not appear to be a matter which concerned the police , and yet , when you have heard the facts , you must admit that I could not leave it where it was ."	swapped	False	False
she liked to be alone with me , or to coax me out for a walk with her	""" ` It had seemed to me sometimes that she liked to be alone with me , or to coax me out for a walk with her , but I had never thought anything of that ."	swapped	False	False
the PlayStation 3 is used wire	The controllers of the PlayStation 2 and PlayStation 3 are the same but the PlayStation 3 is used wirelessly .	swapped	False	False
Holmes would listen to such fancies	Holmes would not listen to such fancies , and I am his agent .	swapped	False	False
